Dependency=Location Region	Dependency=Vintage	Dependency=Heating Fuel	Dependency=HVAC System Is Heat Pump	Dependency=HVAC System Is Shared	Option=None	Option=ASHP, SEER 10, 6.2 HSPF	Option=ASHP, SEER 13, 7.7 HSPF	Option=ASHP, SEER 15, 8.5 HSPF	resstock_probability
CR08	1990s	Propane	No	Only Heating Shared	1.0	0.0	0.0	0.0	0.0003680926064640002
CR08	2000s	Electricity	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR08	2000s	Fuel Oil	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR08	2000s	Natural Gas	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR08	2000s	None	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR08	2000s	Other Fuel	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR08	2000s	Propane	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR08	2000s	Electricity	No	Only Heating Shared	1.0	0.0	0.0	0.0	0.00011883164260823855
CR08	2000s	Fuel Oil	No	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR08	2000s	Natural Gas	No	Only Heating Shared	1.0	0.0	0.0	0.0	7.459745496000003e-05
CR08	2000s	None	No	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR08	2000s	Other Fuel	No	Only Heating Shared	1.0	0.0	0.0	0.0	2.0704000000000007e-05
CR08	2000s	Propane	No	Only Heating Shared	1.0	0.0	0.0	0.0	0.000144256859136
CR08	2010s	Electricity	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR08	2010s	Fuel Oil	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR08	2010s	Natural Gas	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR08	2010s	None	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR08	2010s	Other Fuel	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR08	2010s	Propane	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR08	2010s	Electricity	No	Only Heating Shared	1.0	0.0	0.0	0.0	0.00011883164260823855
CR08	2010s	Fuel Oil	No	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR08	2010s	Natural Gas	No	Only Heating Shared	1.0	0.0	0.0	0.0	7.459745496000003e-05
CR08	2010s	None	No	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR08	2010s	Other Fuel	No	Only Heating Shared	1.0	0.0	0.0	0.0	2.0704000000000007e-05
CR08	2010s	Propane	No	Only Heating Shared	1.0	0.0	0.0	0.0	0.000144256859136
CR09	<1940	Electricity	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR09	<1940	Fuel Oil	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR09	<1940	Natural Gas	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR09	<1940	None	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR09	<1940	Other Fuel	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR09	<1940	Propane	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR09	<1940	Electricity	No	Only Heating Shared	1.0	0.0	0.0	0.0	0.0006482472182400001
CR09	<1940	Fuel Oil	No	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR09	<1940	Natural Gas	No	Only Heating Shared	1.0	0.0	0.0	0.0	0.00029496746868418324
CR09	<1940	None	No	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR09	<1940	Other Fuel	No	Only Heating Shared	1.0	0.0	0.0	0.0	4.012789238400001e-05
CR09	<1940	Propane	No	Only Heating Shared	1.0	0.0	0.0	0.0	0.0002951457891840002
CR09	1940s	Electricity	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR09	1940s	Fuel Oil	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR09	1940s	Natural Gas	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR09	1940s	None	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR09	1940s	Other Fuel	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR09	1940s	Propane	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR09	1940s	Electricity	No	Only Heating Shared	1.0	0.0	0.0	0.0	0.0012964944364800002
CR09	1940s	Fuel Oil	No	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR09	1940s	Natural Gas	No	Only Heating Shared	1.0	0.0	0.0	0.0	0.0005899349373683665
CR09	1940s	None	No	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR09	1940s	Other Fuel	No	Only Heating Shared	1.0	0.0	0.0	0.0	8.025578476800002e-05
CR09	1940s	Propane	No	Only Heating Shared	1.0	0.0	0.0	0.0	0.0005902915783680001
CR09	1950s	Electricity	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR09	1950s	Fuel Oil	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR09	1950s	Natural Gas	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR09	1950s	None	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR09	1950s	Other Fuel	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR09	1950s	Propane	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR09	1950s	Electricity	No	Only Heating Shared	1.0	0.0	0.0	0.0	0.0002754481667200001
CR09	1950s	Fuel Oil	No	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR09	1950s	Natural Gas	No	Only Heating Shared	1.0	0.0	0.0	0.0	0.0002416062073440001
CR09	1950s	None	No	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR09	1950s	Other Fuel	No	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR09	1950s	Propane	No	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR09	1960s	Electricity	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR09	1960s	Fuel Oil	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR09	1960s	Natural Gas	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR09	1960s	None	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR09	1960s	Other Fuel	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR09	1960s	Propane	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR09	1960s	Electricity	No	Only Heating Shared	1.0	0.0	0.0	0.0	0.00029243002912
CR09	1960s	Fuel Oil	No	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR09	1960s	Natural Gas	No	Only Heating Shared	1.0	0.0	0.0	0.0	0.00022328763763200006
CR09	1960s	None	No	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR09	1960s	Other Fuel	No	Only Heating Shared	1.0	0.0	0.0	0.0	1.3272878912000001e-05
CR09	1960s	Propane	No	Only Heating Shared	1.0	0.0	0.0	0.0	0.00024844800000000007
CR09	1970s	Electricity	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR09	1970s	Fuel Oil	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR09	1970s	Natural Gas	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR09	1970s	None	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR09	1970s	Other Fuel	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR09	1970s	Propane	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR09	1970s	Electricity	No	Only Heating Shared	1.0	0.0	0.0	0.0	0.00020094614191999997
CR09	1970s	Fuel Oil	No	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR09	1970s	Natural Gas	No	Only Heating Shared	1.0	0.0	0.0	0.0	0.0001346540150870346
CR09	1970s	None	No	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR09	1970s	Other Fuel	No	Only Heating Shared	1.0	0.0	0.0	0.0	6.0029798720000015e-06
CR09	1970s	Propane	No	Only Heating Shared	1.0	0.0	0.0	0.0	0.00024844800000000007
CR09	1980s	Electricity	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR09	1980s	Fuel Oil	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR09	1980s	Natural Gas	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR09	1980s	None	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR09	1980s	Other Fuel	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR09	1980s	Propane	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR09	1980s	Electricity	No	Only Heating Shared	1.0	0.0	0.0	0.0	0.00020362166972000005
CR09	1980s	Fuel Oil	No	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR09	1980s	Natural Gas	No	Only Heating Shared	1.0	0.0	0.0	0.0	0.00010804600529222368
CR09	1980s	None	No	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR09	1980s	Other Fuel	No	Only Heating Shared	1.0	0.0	0.0	0.0	1.3899071392e-05
CR09	1980s	Propane	No	Only Heating Shared	1.0	0.0	0.0	0.0	0.00015232098432000005
CR09	1990s	Electricity	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR09	1990s	Fuel Oil	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR09	1990s	Natural Gas	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR09	1990s	None	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR09	1990s	Other Fuel	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR09	1990s	Propane	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR09	1990s	Electricity	No	Only Heating Shared	1.0	0.0	0.0	0.0	5.790632393361817e-05
CR09	1990s	Fuel Oil	No	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR09	1990s	Natural Gas	No	Only Heating Shared	1.0	0.0	0.0	0.0	5.0473751712000016e-05
CR09	1990s	None	No	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR09	1990s	Other Fuel	No	Only Heating Shared	1.0	0.0	0.0	0.0	2.0704000000000007e-05
CR09	1990s	Propane	No	Only Heating Shared	1.0	0.0	0.0	0.0	0.0003680926064640002
CR09	2000s	Electricity	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR09	2000s	Fuel Oil	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR09	2000s	Natural Gas	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR09	2000s	None	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR09	2000s	Other Fuel	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR09	2000s	Propane	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR09	2000s	Electricity	No	Only Heating Shared	1.0	0.0	0.0	0.0	0.00011883164260823855
CR09	2000s	Fuel Oil	No	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR09	2000s	Natural Gas	No	Only Heating Shared	1.0	0.0	0.0	0.0	7.459745496000003e-05
CR09	2000s	None	No	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR09	2000s	Other Fuel	No	Only Heating Shared	1.0	0.0	0.0	0.0	2.0704000000000007e-05
CR09	2000s	Propane	No	Only Heating Shared	1.0	0.0	0.0	0.0	0.000144256859136
CR09	2010s	Electricity	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR09	2010s	Fuel Oil	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR09	2010s	Natural Gas	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR09	2010s	None	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR09	2010s	Other Fuel	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR09	2010s	Propane	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR09	2010s	Electricity	No	Only Heating Shared	1.0	0.0	0.0	0.0	0.00011883164260823855
CR09	2010s	Fuel Oil	No	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR09	2010s	Natural Gas	No	Only Heating Shared	1.0	0.0	0.0	0.0	7.459745496000003e-05
CR09	2010s	None	No	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR09	2010s	Other Fuel	No	Only Heating Shared	1.0	0.0	0.0	0.0	2.0704000000000007e-05
CR09	2010s	Propane	No	Only Heating Shared	1.0	0.0	0.0	0.0	0.000144256859136
CR10	<1940	Electricity	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR10	<1940	Fuel Oil	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR10	<1940	Natural Gas	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR10	<1940	None	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR10	<1940	Other Fuel	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR10	<1940	Propane	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR10	<1940	Electricity	No	Only Heating Shared	1.0	0.0	0.0	0.0	0.0006482472182400001
CR10	<1940	Fuel Oil	No	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR10	<1940	Natural Gas	No	Only Heating Shared	1.0	0.0	0.0	0.0	0.00029496746868418324
CR10	<1940	None	No	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR10	<1940	Other Fuel	No	Only Heating Shared	1.0	0.0	0.0	0.0	4.012789238400001e-05
CR10	<1940	Propane	No	Only Heating Shared	1.0	0.0	0.0	0.0	0.0002951457891840002
CR10	1940s	Electricity	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR10	1940s	Fuel Oil	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR10	1940s	Natural Gas	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR10	1940s	None	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR10	1940s	Other Fuel	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR10	1940s	Propane	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR10	1940s	Electricity	No	Only Heating Shared	1.0	0.0	0.0	0.0	0.0012964944364800002
CR10	1940s	Fuel Oil	No	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR10	1940s	Natural Gas	No	Only Heating Shared	1.0	0.0	0.0	0.0	0.0005899349373683665
CR10	1940s	None	No	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR10	1940s	Other Fuel	No	Only Heating Shared	1.0	0.0	0.0	0.0	8.025578476800002e-05
CR10	1940s	Propane	No	Only Heating Shared	1.0	0.0	0.0	0.0	0.0005902915783680001
CR10	1950s	Electricity	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR10	1950s	Fuel Oil	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR10	1950s	Natural Gas	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR10	1950s	None	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR10	1950s	Other Fuel	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR10	1950s	Propane	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR10	1950s	Electricity	No	Only Heating Shared	1.0	0.0	0.0	0.0	0.0002754481667200001
CR10	1950s	Fuel Oil	No	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR10	1950s	Natural Gas	No	Only Heating Shared	1.0	0.0	0.0	0.0	0.0002416062073440001
CR10	1950s	None	No	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR10	1950s	Other Fuel	No	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR10	1950s	Propane	No	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR10	1960s	Electricity	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR10	1960s	Fuel Oil	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR10	1960s	Natural Gas	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR10	1960s	None	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR10	1960s	Other Fuel	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR10	1960s	Propane	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR10	1960s	Electricity	No	Only Heating Shared	1.0	0.0	0.0	0.0	0.00029243002912
CR10	1960s	Fuel Oil	No	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR10	1960s	Natural Gas	No	Only Heating Shared	1.0	0.0	0.0	0.0	0.00022328763763200006
CR10	1960s	None	No	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR10	1960s	Other Fuel	No	Only Heating Shared	1.0	0.0	0.0	0.0	1.3272878912000001e-05
CR10	1960s	Propane	No	Only Heating Shared	1.0	0.0	0.0	0.0	0.00024844800000000007
CR10	1970s	Electricity	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR10	1970s	Fuel Oil	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR10	1970s	Natural Gas	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR10	1970s	None	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR10	1970s	Other Fuel	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR10	1970s	Propane	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR10	1970s	Electricity	No	Only Heating Shared	1.0	0.0	0.0	0.0	0.00020094614191999997
CR10	1970s	Fuel Oil	No	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR10	1970s	Natural Gas	No	Only Heating Shared	1.0	0.0	0.0	0.0	0.0001346540150870346
CR10	1970s	None	No	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR10	1970s	Other Fuel	No	Only Heating Shared	1.0	0.0	0.0	0.0	6.0029798720000015e-06
CR10	1970s	Propane	No	Only Heating Shared	1.0	0.0	0.0	0.0	0.00024844800000000007
CR10	1980s	Electricity	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR10	1980s	Fuel Oil	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR10	1980s	Natural Gas	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR10	1980s	None	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR10	1980s	Other Fuel	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR10	1980s	Propane	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR10	1980s	Electricity	No	Only Heating Shared	1.0	0.0	0.0	0.0	0.00020362166972000005
CR10	1980s	Fuel Oil	No	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR10	1980s	Natural Gas	No	Only Heating Shared	1.0	0.0	0.0	0.0	0.00010804600529222368
CR10	1980s	None	No	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR10	1980s	Other Fuel	No	Only Heating Shared	1.0	0.0	0.0	0.0	1.3899071392e-05
CR10	1980s	Propane	No	Only Heating Shared	1.0	0.0	0.0	0.0	0.00015232098432000005
CR10	1990s	Electricity	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR10	1990s	Fuel Oil	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR10	1990s	Natural Gas	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR10	1990s	None	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR10	1990s	Other Fuel	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR10	1990s	Propane	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR10	1990s	Electricity	No	Only Heating Shared	1.0	0.0	0.0	0.0	5.790632393361817e-05
CR10	1990s	Fuel Oil	No	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR10	1990s	Natural Gas	No	Only Heating Shared	1.0	0.0	0.0	0.0	5.0473751712000016e-05
CR10	1990s	None	No	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR10	1990s	Other Fuel	No	Only Heating Shared	1.0	0.0	0.0	0.0	2.0704000000000007e-05
CR10	1990s	Propane	No	Only Heating Shared	1.0	0.0	0.0	0.0	0.0003680926064640002
CR10	2000s	Electricity	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR10	2000s	Fuel Oil	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR10	2000s	Natural Gas	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR10	2000s	None	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR10	2000s	Other Fuel	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR10	2000s	Propane	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR10	2000s	Electricity	No	Only Heating Shared	1.0	0.0	0.0	0.0	0.00011883164260823855
CR10	2000s	Fuel Oil	No	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR10	2000s	Natural Gas	No	Only Heating Shared	1.0	0.0	0.0	0.0	7.459745496000003e-05
CR10	2000s	None	No	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR10	2000s	Other Fuel	No	Only Heating Shared	1.0	0.0	0.0	0.0	2.0704000000000007e-05
CR10	2000s	Propane	No	Only Heating Shared	1.0	0.0	0.0	0.0	0.000144256859136
CR10	2010s	Electricity	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR10	2010s	Fuel Oil	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR10	2010s	Natural Gas	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR10	2010s	None	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR10	2010s	Other Fuel	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR10	2010s	Propane	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR10	2010s	Electricity	No	Only Heating Shared	1.0	0.0	0.0	0.0	0.00011883164260823855
CR10	2010s	Fuel Oil	No	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR10	2010s	Natural Gas	No	Only Heating Shared	1.0	0.0	0.0	0.0	7.459745496000003e-05
CR10	2010s	None	No	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR10	2010s	Other Fuel	No	Only Heating Shared	1.0	0.0	0.0	0.0	2.0704000000000007e-05
CR10	2010s	Propane	No	Only Heating Shared	1.0	0.0	0.0	0.0	0.000144256859136
CR11	<1940	Electricity	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR11	<1940	Fuel Oil	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR11	<1940	Natural Gas	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR11	<1940	None	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR11	<1940	Other Fuel	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR11	<1940	Propane	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR11	<1940	Electricity	No	Only Heating Shared	1.0	0.0	0.0	0.0	0.0006482472182400001
CR11	<1940	Fuel Oil	No	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR11	<1940	Natural Gas	No	Only Heating Shared	1.0	0.0	0.0	0.0	0.00029496746868418324
CR11	<1940	None	No	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR11	<1940	Other Fuel	No	Only Heating Shared	1.0	0.0	0.0	0.0	4.012789238400001e-05
CR11	<1940	Propane	No	Only Heating Shared	1.0	0.0	0.0	0.0	0.0002951457891840002
CR11	1940s	Electricity	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR11	1940s	Fuel Oil	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR11	1940s	Natural Gas	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR11	1940s	None	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR11	1940s	Other Fuel	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR11	1940s	Propane	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR11	1940s	Electricity	No	Only Heating Shared	1.0	0.0	0.0	0.0	0.0012964944364800002
CR11	1940s	Fuel Oil	No	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR11	1940s	Natural Gas	No	Only Heating Shared	1.0	0.0	0.0	0.0	0.0005899349373683665
CR11	1940s	None	No	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR11	1940s	Other Fuel	No	Only Heating Shared	1.0	0.0	0.0	0.0	8.025578476800002e-05
CR11	1940s	Propane	No	Only Heating Shared	1.0	0.0	0.0	0.0	0.0005902915783680001
CR11	1950s	Electricity	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR11	1950s	Fuel Oil	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR11	1950s	Natural Gas	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR11	1950s	None	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR11	1950s	Other Fuel	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR11	1950s	Propane	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR11	1950s	Electricity	No	Only Heating Shared	1.0	0.0	0.0	0.0	0.0002754481667200001
CR11	1950s	Fuel Oil	No	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR11	1950s	Natural Gas	No	Only Heating Shared	1.0	0.0	0.0	0.0	0.0002416062073440001
CR11	1950s	None	No	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR11	1950s	Other Fuel	No	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR11	1950s	Propane	No	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR11	1960s	Electricity	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR11	1960s	Fuel Oil	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR11	1960s	Natural Gas	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR11	1960s	None	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR11	1960s	Other Fuel	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR11	1960s	Propane	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR11	1960s	Electricity	No	Only Heating Shared	1.0	0.0	0.0	0.0	0.00029243002912
CR11	1960s	Fuel Oil	No	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR11	1960s	Natural Gas	No	Only Heating Shared	1.0	0.0	0.0	0.0	0.00022328763763200006
CR11	1960s	None	No	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR11	1960s	Other Fuel	No	Only Heating Shared	1.0	0.0	0.0	0.0	1.3272878912000001e-05
CR11	1960s	Propane	No	Only Heating Shared	1.0	0.0	0.0	0.0	0.00024844800000000007
CR11	1970s	Electricity	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR11	1970s	Fuel Oil	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
