Dependency=Location Region	Dependency=Vintage	Dependency=Heating Fuel	Dependency=HVAC System Is Heat Pump	Dependency=HVAC System Is Shared	Option=None	Option=ASHP, SEER 10, 6.2 HSPF	Option=ASHP, SEER 13, 7.7 HSPF	Option=ASHP, SEER 15, 8.5 HSPF	resstock_probability
CR10	1980s	Natural Gas	No	Neither Shared	1.0	0.0	0.0	0.0	0.0010444405328165797
CR10	1980s	None	No	Neither Shared	1.0	0.0	0.0	0.0	0.0
CR10	1980s	Other Fuel	No	Neither Shared	1.0	0.0	0.0	0.0	6.63964715475943e-05
CR10	1980s	Propane	No	Neither Shared	1.0	0.0	0.0	0.0	0.0010899190156800004
CR10	1990s	Electricity	Yes	Neither Shared	0.0	0.220813	0.695437	0.08375	0.004169173873694021
CR10	1990s	Fuel Oil	Yes	Neither Shared	1.0	0.0	0.0	0.0	0.0
CR10	1990s	Natural Gas	Yes	Neither Shared	1.0	0.0	0.0	0.0	7.45064148134494e-05
CR10	1990s	None	Yes	Neither Shared	1.0	0.0	0.0	0.0	0.0
CR10	1990s	Other Fuel	Yes	Neither Shared	1.0	0.0	0.0	0.0	0.0
CR10	1990s	Propane	Yes	Neither Shared	1.0	0.0	0.0	0.0	0.0
CR10	1990s	Electricity	No	Neither Shared	1.0	0.0	0.0	0.0	0.003088088523442223
CR10	1990s	Fuel Oil	No	Neither Shared	1.0	0.0	0.0	0.0	0.0
CR10	1990s	Natural Gas	No	Neither Shared	1.0	0.0	0.0	0.0	0.0011196980220105513
CR10	1990s	None	No	Neither Shared	1.0	0.0	0.0	0.0	0.0
CR10	1990s	Other Fuel	No	Neither Shared	1.0	0.0	0.0	0.0	8.281600000000003e-05
CR10	1990s	Propane	No	Neither Shared	1.0	0.0	0.0	0.0	0.0006801574560000003
CR10	2000s	Electricity	Yes	Neither Shared	0.0	0.179837	0.7426689999999999	0.07749400000000001	0.003228657038366685
CR10	2000s	Fuel Oil	Yes	Neither Shared	1.0	0.0	0.0	0.0	0.0
CR10	2000s	Natural Gas	Yes	Neither Shared	1.0	0.0	0.0	0.0	6.282638519485144e-05
CR10	2000s	None	Yes	Neither Shared	1.0	0.0	0.0	0.0	0.0
CR10	2000s	Other Fuel	Yes	Neither Shared	1.0	0.0	0.0	0.0	0.0
CR10	2000s	Propane	Yes	Neither Shared	1.0	0.0	0.0	0.0	0.0
CR10	2000s	Electricity	No	Neither Shared	1.0	0.0	0.0	0.0	0.003931291420421395
CR10	2000s	Fuel Oil	No	Neither Shared	1.0	0.0	0.0	0.0	0.0
CR10	2000s	Natural Gas	No	Neither Shared	1.0	0.0	0.0	0.0	0.0011351216593251492
CR10	2000s	None	No	Neither Shared	1.0	0.0	0.0	0.0	0.0
CR10	2000s	Other Fuel	No	Neither Shared	1.0	0.0	0.0	0.0	8.281600000000003e-05
CR10	2000s	Propane	No	Neither Shared	1.0	0.0	0.0	0.0	0.0008495351408640004
CR10	2010s	Electricity	Yes	Neither Shared	0.0	0.179837	0.7426689999999999	0.07749400000000001	0.003228657038366685
CR10	2010s	Fuel Oil	Yes	Neither Shared	1.0	0.0	0.0	0.0	0.0
CR10	2010s	Natural Gas	Yes	Neither Shared	1.0	0.0	0.0	0.0	6.282638519485144e-05
CR10	2010s	None	Yes	Neither Shared	1.0	0.0	0.0	0.0	0.0
CR10	2010s	Other Fuel	Yes	Neither Shared	1.0	0.0	0.0	0.0	0.0
CR10	2010s	Propane	Yes	Neither Shared	1.0	0.0	0.0	0.0	0.0
CR10	2010s	Electricity	No	Neither Shared	1.0	0.0	0.0	0.0	0.003931291420421395
CR10	2010s	Fuel Oil	No	Neither Shared	1.0	0.0	0.0	0.0	0.0
CR10	2010s	Natural Gas	No	Neither Shared	1.0	0.0	0.0	0.0	0.0011351216593251492
CR10	2010s	None	No	Neither Shared	1.0	0.0	0.0	0.0	0.0
CR10	2010s	Other Fuel	No	Neither Shared	1.0	0.0	0.0	0.0	8.281600000000003e-05
CR10	2010s	Propane	No	Neither Shared	1.0	0.0	0.0	0.0	0.0008495351408640004
CR11	<1940	Electricity	Yes	Neither Shared	0.0	0.179837	0.7426689999999999	0.07749400000000001	0.00036244893207337646
CR11	<1940	Fuel Oil	Yes	Neither Shared	1.0	0.0	0.0	0.0	0.0
CR11	<1940	Natural Gas	Yes	Neither Shared	1.0	0.0	0.0	0.0	2.1056580907083503e-05
CR11	<1940	None	Yes	Neither Shared	1.0	0.0	0.0	0.0	0.0
CR11	<1940	Other Fuel	Yes	Neither Shared	1.0	0.0	0.0	0.0	0.0
CR11	<1940	Propane	Yes	Neither Shared	1.0	0.0	0.0	0.0	0.0
CR11	<1940	Electricity	No	Neither Shared	1.0	0.0	0.0	0.0	0.006199731866966626
CR11	<1940	Fuel Oil	No	Neither Shared	1.0	0.0	0.0	0.0	0.0
CR11	<1940	Natural Gas	No	Neither Shared	1.0	0.0	0.0	0.0	0.0009362347860270637
CR11	<1940	None	No	Neither Shared	1.0	0.0	0.0	0.0	0.0
CR11	<1940	Other Fuel	No	Neither Shared	1.0	0.0	0.0	0.0	6.339210761600002e-05
CR11	<1940	Propane	No	Neither Shared	1.0	0.0	0.0	0.0	0.0009470942108160004
CR11	1940s	Electricity	Yes	Neither Shared	0.0	0.179837	0.7426689999999999	0.07749400000000001	0.000724897864146753
CR11	1940s	Fuel Oil	Yes	Neither Shared	1.0	0.0	0.0	0.0	0.0
CR11	1940s	Natural Gas	Yes	Neither Shared	1.0	0.0	0.0	0.0	4.211316181416701e-05
CR11	1940s	None	Yes	Neither Shared	1.0	0.0	0.0	0.0	0.0
CR11	1940s	Other Fuel	Yes	Neither Shared	1.0	0.0	0.0	0.0	0.0
CR11	1940s	Propane	Yes	Neither Shared	1.0	0.0	0.0	0.0	0.0
CR11	1940s	Electricity	No	Neither Shared	1.0	0.0	0.0	0.0	0.012399463733933256
CR11	1940s	Fuel Oil	No	Neither Shared	1.0	0.0	0.0	0.0	0.0
CR11	1940s	Natural Gas	No	Neither Shared	1.0	0.0	0.0	0.0	0.0018724695720541275
CR11	1940s	None	No	Neither Shared	1.0	0.0	0.0	0.0	0.0
CR11	1940s	Other Fuel	No	Neither Shared	1.0	0.0	0.0	0.0	0.00012678421523200004
CR11	1940s	Propane	No	Neither Shared	1.0	0.0	0.0	0.0	0.0018941884216320004
CR11	1950s	Electricity	Yes	Neither Shared	0.0	0.183847	0.7003159999999999	0.115837	0.0004698227115574642
CR11	1950s	Fuel Oil	Yes	Neither Shared	1.0	0.0	0.0	0.0	0.0
CR11	1950s	Natural Gas	Yes	Neither Shared	1.0	0.0	0.0	0.0	1.8236679418632106e-05
CR11	1950s	None	Yes	Neither Shared	1.0	0.0	0.0	0.0	0.0
CR11	1950s	Other Fuel	Yes	Neither Shared	1.0	0.0	0.0	0.0	1.5363196160000005e-05
CR11	1950s	Propane	Yes	Neither Shared	1.0	0.0	0.0	0.0	0.0
CR11	1950s	Electricity	No	Neither Shared	1.0	0.0	0.0	0.0	0.0065270008953625365
CR11	1950s	Fuel Oil	No	Neither Shared	1.0	0.0	0.0	0.0	0.0
CR11	1950s	Natural Gas	No	Neither Shared	1.0	0.0	0.0	0.0	0.0009942371945893685
CR11	1950s	None	No	Neither Shared	1.0	0.0	0.0	0.0	0.0
CR11	1950s	Other Fuel	No	Neither Shared	1.0	0.0	0.0	0.0	8.815680384000003e-05
CR11	1950s	Propane	No	Neither Shared	1.0	0.0	0.0	0.0	0.0012422400000000006
CR11	1960s	Electricity	Yes	Neither Shared	0.0	0.289154	0.643875	0.066971	0.000549101280969003
CR11	1960s	Fuel Oil	Yes	Neither Shared	1.0	0.0	0.0	0.0	0.0
CR11	1960s	Natural Gas	Yes	Neither Shared	1.0	0.0	0.0	0.0	6.091251580554412e-06
CR11	1960s	None	Yes	Neither Shared	1.0	0.0	0.0	0.0	0.0
CR11	1960s	Other Fuel	Yes	Neither Shared	1.0	0.0	0.0	0.0	0.0
CR11	1960s	Propane	Yes	Neither Shared	1.0	0.0	0.0	0.0	0.0
CR11	1960s	Electricity	No	Neither Shared	1.0	0.0	0.0	0.0	0.006352190505230997
CR11	1960s	Fuel Oil	No	Neither Shared	1.0	0.0	0.0	0.0	0.0
CR11	1960s	Natural Gas	No	Neither Shared	1.0	0.0	0.0	0.0	0.0010086099945554462
CR11	1960s	None	No	Neither Shared	1.0	0.0	0.0	0.0	0.0
CR11	1960s	Other Fuel	No	Neither Shared	1.0	0.0	0.0	0.0	9.024712108800002e-05
CR11	1960s	Propane	No	Neither Shared	1.0	0.0	0.0	0.0	0.0009937920000000003
CR11	1970s	Electricity	Yes	Neither Shared	0.0	0.281641	0.659303	0.059054999999999996	0.00035356979493727267
CR11	1970s	Fuel Oil	Yes	Neither Shared	1.0	0.0	0.0	0.0	0.0
CR11	1970s	Natural Gas	Yes	Neither Shared	1.0	0.0	0.0	0.0	3.4065270542747927e-05
CR11	1970s	None	Yes	Neither Shared	1.0	0.0	0.0	0.0	0.0
CR11	1970s	Other Fuel	Yes	Neither Shared	1.0	0.0	0.0	0.0	9.181569038856514e-06
CR11	1970s	Propane	Yes	Neither Shared	1.0	0.0	0.0	0.0	0.0
CR11	1970s	Electricity	No	Neither Shared	1.0	0.0	0.0	0.0	0.006619505738782728
CR11	1970s	Fuel Oil	No	Neither Shared	1.0	0.0	0.0	0.0	0.0
CR11	1970s	Natural Gas	No	Neither Shared	1.0	0.0	0.0	0.0	0.0010889039248667765
CR11	1970s	None	No	Neither Shared	1.0	0.0	0.0	0.0	0.0
CR11	1970s	Other Fuel	No	Neither Shared	1.0	0.0	0.0	0.0	7.71584380971435e-05
CR11	1970s	Propane	No	Neither Shared	1.0	0.0	0.0	0.0	0.0009109760828160003
CR11	1980s	Electricity	Yes	Neither Shared	0.0	0.32664899999999997	0.605532	0.067819	0.0010125480532142566
CR11	1980s	Fuel Oil	Yes	Neither Shared	1.0	0.0	0.0	0.0	0.0
CR11	1980s	Natural Gas	Yes	Neither Shared	1.0	0.0	0.0	0.0	1.1584948143821217e-05
CR11	1980s	None	Yes	Neither Shared	1.0	0.0	0.0	0.0	0.0
CR11	1980s	Other Fuel	Yes	Neither Shared	1.0	0.0	0.0	0.0	0.0
CR11	1980s	Propane	Yes	Neither Shared	1.0	0.0	0.0	0.0	0.0
CR11	1980s	Electricity	No	Neither Shared	1.0	0.0	0.0	0.0	0.006063407789425747
CR11	1980s	Fuel Oil	No	Neither Shared	1.0	0.0	0.0	0.0	0.0
CR11	1980s	Natural Gas	No	Neither Shared	1.0	0.0	0.0	0.0	0.0011139322134049222
CR11	1980s	None	No	Neither Shared	1.0	0.0	0.0	0.0	0.0
CR11	1980s	Other Fuel	No	Neither Shared	1.0	0.0	0.0	0.0	8.962092860800002e-05
CR11	1980s	Propane	No	Neither Shared	1.0	0.0	0.0	0.0	0.0010899190156800004
CR11	1990s	Electricity	Yes	Neither Shared	0.0	0.220813	0.695437	0.08375	0.0004431211847067419
CR11	1990s	Fuel Oil	Yes	Neither Shared	1.0	0.0	0.0	0.0	0.0
CR11	1990s	Natural Gas	Yes	Neither Shared	1.0	0.0	0.0	0.0	1.378828442756991e-05
CR11	1990s	None	Yes	Neither Shared	1.0	0.0	0.0	0.0	0.0
CR11	1990s	Other Fuel	Yes	Neither Shared	1.0	0.0	0.0	0.0	0.0
CR11	1990s	Propane	Yes	Neither Shared	1.0	0.0	0.0	0.0	0.0
CR11	1990s	Electricity	No	Neither Shared	1.0	0.0	0.0	0.0	0.006814141212429502
CR11	1990s	Fuel Oil	No	Neither Shared	1.0	0.0	0.0	0.0	0.0
CR11	1990s	Natural Gas	No	Neither Shared	1.0	0.0	0.0	0.0	0.0011804161523964306
CR11	1990s	None	No	Neither Shared	1.0	0.0	0.0	0.0	0.0
CR11	1990s	Other Fuel	No	Neither Shared	1.0	0.0	0.0	0.0	8.281600000000003e-05
CR11	1990s	Propane	No	Neither Shared	1.0	0.0	0.0	0.0	0.0006801574560000003
CR11	2000s	Electricity	Yes	Neither Shared	0.0	0.179837	0.7426689999999999	0.07749400000000001	0.0011838903177121502
CR11	2000s	Fuel Oil	Yes	Neither Shared	1.0	0.0	0.0	0.0	0.0
CR11	2000s	Natural Gas	Yes	Neither Shared	1.0	0.0	0.0	0.0	3.084356830225646e-05
CR11	2000s	None	Yes	Neither Shared	1.0	0.0	0.0	0.0	0.0
CR11	2000s	Other Fuel	Yes	Neither Shared	1.0	0.0	0.0	0.0	0.0
CR11	2000s	Propane	Yes	Neither Shared	1.0	0.0	0.0	0.0	0.0
CR11	2000s	Electricity	No	Neither Shared	1.0	0.0	0.0	0.0	0.00597605814107593
CR11	2000s	Fuel Oil	No	Neither Shared	1.0	0.0	0.0	0.0	0.0
CR11	2000s	Natural Gas	No	Neither Shared	1.0	0.0	0.0	0.0	0.0011671044762177442
CR11	2000s	None	No	Neither Shared	1.0	0.0	0.0	0.0	0.0
CR11	2000s	Other Fuel	No	Neither Shared	1.0	0.0	0.0	0.0	8.281600000000003e-05
CR11	2000s	Propane	No	Neither Shared	1.0	0.0	0.0	0.0	0.0008495351408640004
CR11	2010s	Electricity	Yes	Neither Shared	0.0	0.179837	0.7426689999999999	0.07749400000000001	0.0011838903177121502
CR11	2010s	Fuel Oil	Yes	Neither Shared	1.0	0.0	0.0	0.0	0.0
CR11	2010s	Natural Gas	Yes	Neither Shared	1.0	0.0	0.0	0.0	3.084356830225646e-05
CR11	2010s	None	Yes	Neither Shared	1.0	0.0	0.0	0.0	0.0
CR11	2010s	Other Fuel	Yes	Neither Shared	1.0	0.0	0.0	0.0	0.0
CR11	2010s	Propane	Yes	Neither Shared	1.0	0.0	0.0	0.0	0.0
CR11	2010s	Electricity	No	Neither Shared	1.0	0.0	0.0	0.0	0.00597605814107593
CR11	2010s	Fuel Oil	No	Neither Shared	1.0	0.0	0.0	0.0	0.0
CR11	2010s	Natural Gas	No	Neither Shared	1.0	0.0	0.0	0.0	0.0011671044762177442
CR11	2010s	None	No	Neither Shared	1.0	0.0	0.0	0.0	0.0
CR11	2010s	Other Fuel	No	Neither Shared	1.0	0.0	0.0	0.0	8.281600000000003e-05
CR11	2010s	Propane	No	Neither Shared	1.0	0.0	0.0	0.0	0.0008495351408640004
CR02	<1940	Electricity	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR02	<1940	Fuel Oil	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR02	<1940	Natural Gas	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR02	<1940	None	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR02	<1940	Other Fuel	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR02	<1940	Propane	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR02	<1940	Electricity	No	Only Heating Shared	1.0	0.0	0.0	0.0	0.0006482472182400001
CR02	<1940	Fuel Oil	No	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR02	<1940	Natural Gas	No	Only Heating Shared	1.0	0.0	0.0	0.0	0.00029496746868418324
CR02	<1940	None	No	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR02	<1940	Other Fuel	No	Only Heating Shared	1.0	0.0	0.0	0.0	4.012789238400001e-05
CR02	<1940	Propane	No	Only Heating Shared	1.0	0.0	0.0	0.0	0.0002951457891840002
CR02	1940s	Electricity	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR02	1940s	Fuel Oil	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR02	1940s	Natural Gas	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR02	1940s	None	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR02	1940s	Other Fuel	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR02	1940s	Propane	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR02	1940s	Electricity	No	Only Heating Shared	1.0	0.0	0.0	0.0	0.0012964944364800002
CR02	1940s	Fuel Oil	No	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR02	1940s	Natural Gas	No	Only Heating Shared	1.0	0.0	0.0	0.0	0.0005899349373683665
CR02	1940s	None	No	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR02	1940s	Other Fuel	No	Only Heating Shared	1.0	0.0	0.0	0.0	8.025578476800002e-05
CR02	1940s	Propane	No	Only Heating Shared	1.0	0.0	0.0	0.0	0.0005902915783680001
CR02	1950s	Electricity	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR02	1950s	Fuel Oil	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR02	1950s	Natural Gas	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR02	1950s	None	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR02	1950s	Other Fuel	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR02	1950s	Propane	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR02	1950s	Electricity	No	Only Heating Shared	1.0	0.0	0.0	0.0	0.0002754481667200001
CR02	1950s	Fuel Oil	No	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR02	1950s	Natural Gas	No	Only Heating Shared	1.0	0.0	0.0	0.0	0.0002416062073440001
CR02	1950s	None	No	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR02	1950s	Other Fuel	No	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR02	1950s	Propane	No	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR02	1960s	Electricity	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR02	1960s	Fuel Oil	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR02	1960s	Natural Gas	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR02	1960s	None	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR02	1960s	Other Fuel	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR02	1960s	Propane	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR02	1960s	Electricity	No	Only Heating Shared	1.0	0.0	0.0	0.0	0.00029243002912
CR02	1960s	Fuel Oil	No	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR02	1960s	Natural Gas	No	Only Heating Shared	1.0	0.0	0.0	0.0	0.00022328763763200006
CR02	1960s	None	No	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR02	1960s	Other Fuel	No	Only Heating Shared	1.0	0.0	0.0	0.0	1.3272878912000001e-05
CR02	1960s	Propane	No	Only Heating Shared	1.0	0.0	0.0	0.0	0.00024844800000000007
CR02	1970s	Electricity	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR02	1970s	Fuel Oil	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR02	1970s	Natural Gas	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR02	1970s	None	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR02	1970s	Other Fuel	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR02	1970s	Propane	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR02	1970s	Electricity	No	Only Heating Shared	1.0	0.0	0.0	0.0	0.00020094614191999997
CR02	1970s	Fuel Oil	No	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR02	1970s	Natural Gas	No	Only Heating Shared	1.0	0.0	0.0	0.0	0.0001346540150870346
CR02	1970s	None	No	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR02	1970s	Other Fuel	No	Only Heating Shared	1.0	0.0	0.0	0.0	6.0029798720000015e-06
CR02	1970s	Propane	No	Only Heating Shared	1.0	0.0	0.0	0.0	0.00024844800000000007
CR02	1980s	Electricity	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR02	1980s	Fuel Oil	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR02	1980s	Natural Gas	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR02	1980s	None	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR02	1980s	Other Fuel	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR02	1980s	Propane	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR02	1980s	Electricity	No	Only Heating Shared	1.0	0.0	0.0	0.0	0.00020362166972000005
CR02	1980s	Fuel Oil	No	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR02	1980s	Natural Gas	No	Only Heating Shared	1.0	0.0	0.0	0.0	0.00010804600529222368
CR02	1980s	None	No	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR02	1980s	Other Fuel	No	Only Heating Shared	1.0	0.0	0.0	0.0	1.3899071392e-05
CR02	1980s	Propane	No	Only Heating Shared	1.0	0.0	0.0	0.0	0.00015232098432000005
CR02	1990s	Electricity	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR02	1990s	Fuel Oil	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR02	1990s	Natural Gas	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR02	1990s	None	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR02	1990s	Other Fuel	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR02	1990s	Propane	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR02	1990s	Electricity	No	Only Heating Shared	1.0	0.0	0.0	0.0	5.790632393361817e-05
CR02	1990s	Fuel Oil	No	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR02	1990s	Natural Gas	No	Only Heating Shared	1.0	0.0	0.0	0.0	5.0473751712000016e-05
CR02	1990s	None	No	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR02	1990s	Other Fuel	No	Only Heating Shared	1.0	0.0	0.0	0.0	2.0704000000000007e-05
CR02	1990s	Propane	No	Only Heating Shared	1.0	0.0	0.0	0.0	0.0003680926064640002
CR02	2000s	Electricity	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR02	2000s	Fuel Oil	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR02	2000s	Natural Gas	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR02	2000s	None	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR02	2000s	Other Fuel	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR02	2000s	Propane	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR02	2000s	Electricity	No	Only Heating Shared	1.0	0.0	0.0	0.0	0.00011883164260823855
CR02	2000s	Fuel Oil	No	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR02	2000s	Natural Gas	No	Only Heating Shared	1.0	0.0	0.0	0.0	7.459745496000003e-05
CR02	2000s	None	No	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR02	2000s	Other Fuel	No	Only Heating Shared	1.0	0.0	0.0	0.0	2.0704000000000007e-05
CR02	2000s	Propane	No	Only Heating Shared	1.0	0.0	0.0	0.0	0.000144256859136
CR02	2010s	Electricity	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR02	2010s	Fuel Oil	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR02	2010s	Natural Gas	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR02	2010s	None	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR02	2010s	Other Fuel	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR02	2010s	Propane	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR02	2010s	Electricity	No	Only Heating Shared	1.0	0.0	0.0	0.0	0.00011883164260823855
CR02	2010s	Fuel Oil	No	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR02	2010s	Natural Gas	No	Only Heating Shared	1.0	0.0	0.0	0.0	7.459745496000003e-05
CR02	2010s	None	No	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR02	2010s	Other Fuel	No	Only Heating Shared	1.0	0.0	0.0	0.0	2.0704000000000007e-05
CR02	2010s	Propane	No	Only Heating Shared	1.0	0.0	0.0	0.0	0.000144256859136
CR03	<1940	Electricity	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR03	<1940	Fuel Oil	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR03	<1940	Natural Gas	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR03	<1940	None	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR03	<1940	Other Fuel	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR03	<1940	Propane	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR03	<1940	Electricity	No	Only Heating Shared	1.0	0.0	0.0	0.0	0.0006482472182400001
CR03	<1940	Fuel Oil	No	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR03	<1940	Natural Gas	No	Only Heating Shared	1.0	0.0	0.0	0.0	0.00029496746868418324
CR03	<1940	None	No	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR03	<1940	Other Fuel	No	Only Heating Shared	1.0	0.0	0.0	0.0	4.012789238400001e-05
CR03	<1940	Propane	No	Only Heating Shared	1.0	0.0	0.0	0.0	0.0002951457891840002
CR03	1940s	Electricity	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR03	1940s	Fuel Oil	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR03	1940s	Natural Gas	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR03	1940s	None	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR03	1940s	Other Fuel	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR03	1940s	Propane	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR03	1940s	Electricity	No	Only Heating Shared	1.0	0.0	0.0	0.0	0.0012964944364800002
CR03	1940s	Fuel Oil	No	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR03	1940s	Natural Gas	No	Only Heating Shared	1.0	0.0	0.0	0.0	0.0005899349373683665
CR03	1940s	None	No	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR03	1940s	Other Fuel	No	Only Heating Shared	1.0	0.0	0.0	0.0	8.025578476800002e-05
CR03	1940s	Propane	No	Only Heating Shared	1.0	0.0	0.0	0.0	0.0005902915783680001
CR03	1950s	Electricity	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR03	1950s	Fuel Oil	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR03	1950s	Natural Gas	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR03	1950s	None	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR03	1950s	Other Fuel	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR03	1950s	Propane	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR03	1950s	Electricity	No	Only Heating Shared	1.0	0.0	0.0	0.0	0.0002754481667200001
CR03	1950s	Fuel Oil	No	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR03	1950s	Natural Gas	No	Only Heating Shared	1.0	0.0	0.0	0.0	0.0002416062073440001
CR03	1950s	None	No	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR03	1950s	Other Fuel	No	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR03	1950s	Propane	No	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
