Dependency=Location Region	Dependency=Vintage	Dependency=Heating Fuel	Dependency=HVAC System Is Shared	Option=No	Option=Yes	Count	Weight	resstock_probability
CR06	1940s	None	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR06	1940s	Other Fuel	Both Shared	1.0	0.0	0.0	0.0	0.0
CR06	1940s	Other Fuel	Neither Shared	1.0	0.0	7.0	64858.080089999996	0.00012678421523200004
CR06	1940s	Other Fuel	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
CR06	1940s	Other Fuel	Only Heating Shared	1.0	0.0	0.0	0.0	8.025578476800002e-05
CR06	1940s	Propane	Both Shared	1.0	0.0	0.0	0.0	0.0
CR06	1940s	Propane	Neither Shared	1.0	0.0	0.0	0.0	0.0018941884216320004
CR06	1940s	Propane	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
CR06	1940s	Propane	Only Heating Shared	1.0	0.0	0.0	0.0	0.0005902915783680001
CR06	1950s	Electricity	Both Shared	1.0	0.0	0.0	0.0	5.8126025720000015e-05
CR06	1950s	Electricity	Neither Shared	0.9513530000000001	0.048647	16.0	193251.6527	0.006996823606920001
CR06	1950s	Electricity	Only Cooling Shared	1.0	0.0	0.0	0.0	4.020220064e-05
CR06	1950s	Electricity	Only Heating Shared	1.0	0.0	0.0	0.0	0.0002754481667200001
CR06	1950s	Fuel Oil	Both Shared	1.0	0.0	0.0	0.0	0.0
CR06	1950s	Fuel Oil	Neither Shared	1.0	0.0	3.0	28294.976089999996	0.0
CR06	1950s	Fuel Oil	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
CR06	1950s	Fuel Oil	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR06	1950s	Natural Gas	Both Shared	1.0	0.0	0.0	0.0	2.9559918648000016e-05
CR06	1950s	Natural Gas	Neither Shared	0.8932110000000001	0.10678900000000001	11.0	109140.9543	0.0010124738740080006
CR06	1950s	Natural Gas	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
CR06	1950s	Natural Gas	Only Heating Shared	1.0	0.0	2.0	16710.42899	0.00024160620734400007
CR06	1950s	None	Both Shared	1.0	0.0	0.0	0.0	0.0
CR06	1950s	None	Neither Shared	1.0	0.0	7.0	55563.80156	0.0
CR06	1950s	None	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
CR06	1950s	None	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR06	1950s	Other Fuel	Both Shared	1.0	0.0	0.0	0.0	0.0
CR06	1950s	Other Fuel	Neither Shared	1.0	0.0	2.0	20433.00072	0.00010352000000000003
CR06	1950s	Other Fuel	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
CR06	1950s	Other Fuel	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR06	1950s	Propane	Both Shared	1.0	0.0	0.0	0.0	0.0
CR06	1950s	Propane	Neither Shared	1.0	0.0	1.0	7757.701336	0.0012422400000000006
CR06	1950s	Propane	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
CR06	1950s	Propane	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR06	1960s	Electricity	Both Shared	1.0	0.0	0.0	0.0	0.00010903475992000001
CR06	1960s	Electricity	Neither Shared	0.8674200000000001	0.13258	29.0	309276.5174	0.006901291786200001
CR06	1960s	Electricity	Only Cooling Shared	1.0	0.0	0.0	0.0	6.784342476000001e-05
CR06	1960s	Electricity	Only Heating Shared	1.0	0.0	0.0	0.0	0.00029243002912
CR06	1960s	Fuel Oil	Both Shared	1.0	0.0	0.0	0.0	0.0
CR06	1960s	Fuel Oil	Neither Shared	0.529343	0.470657	2.0	16482.68615	0.0
CR06	1960s	Fuel Oil	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
CR06	1960s	Fuel Oil	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR06	1960s	Natural Gas	Both Shared	1.0	0.0	0.0	0.0	3.5582244072e-05
CR06	1960s	Natural Gas	Neither Shared	0.89943	0.10057	21.0	220135.0348	0.0010147012461360003
CR06	1960s	Natural Gas	Only Cooling Shared	1.0	0.0	0.0	0.0	1.0068872160000002e-05
CR06	1960s	Natural Gas	Only Heating Shared	1.0	0.0	0.0	0.0	0.00022328763763200003
CR06	1960s	None	Both Shared	1.0	0.0	0.0	0.0	0.0
CR06	1960s	None	Neither Shared	1.0	0.0	9.0	83963.60926	0.0
CR06	1960s	None	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
CR06	1960s	None	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR06	1960s	Other Fuel	Both Shared	1.0	0.0	0.0	0.0	0.0
CR06	1960s	Other Fuel	Neither Shared	1.0	0.0	2.0	16482.68792	9.024712108800002e-05
CR06	1960s	Other Fuel	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
CR06	1960s	Other Fuel	Only Heating Shared	1.0	0.0	0.0	0.0	1.3272878912e-05
CR06	1960s	Propane	Both Shared	1.0	0.0	0.0	0.0	0.0
CR06	1960s	Propane	Neither Shared	1.0	0.0	1.0	12616.4299	0.0009937920000000005
CR06	1960s	Propane	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
CR06	1960s	Propane	Only Heating Shared	1.0	0.0	0.0	0.0	0.0002484480000000001
CR06	1970s	Electricity	Both Shared	1.0	0.0	0.0	0.0	0.00013830930900000002
CR06	1970s	Electricity	Neither Shared	0.799493	0.200507	36.0	384664.6316	0.006973075533720001
CR06	1970s	Electricity	Only Cooling Shared	1.0	0.0	0.0	0.0	5.826901536e-05
CR06	1970s	Electricity	Only Heating Shared	1.0	0.0	0.0	0.0	0.00020094614192
CR06	1970s	Fuel Oil	Both Shared	1.0	0.0	0.0	0.0	0.0
CR06	1970s	Fuel Oil	Neither Shared	1.0	0.0	1.0	14891.60475	0.0
CR06	1970s	Fuel Oil	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
CR06	1970s	Fuel Oil	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR06	1970s	Natural Gas	Both Shared	1.0	0.0	0.0	0.0	2.1851125140853007e-05
CR06	1970s	Natural Gas	Neither Shared	1.0	0.0	15.0	143962.4235	0.0011229691954095244
CR06	1970s	Natural Gas	Only Cooling Shared	1.0	0.0	0.0	0.0	4.165150906844929e-06
CR06	1970s	Natural Gas	Only Heating Shared	1.0	0.0	1.0	10270.16267	0.0001346540150870346
CR06	1970s	None	Both Shared	1.0	0.0	0.0	0.0	0.0
CR06	1970s	None	Neither Shared	1.0	0.0	16.0	136162.87	0.0
CR06	1970s	None	Only Cooling Shared	1.0	0.0	4.0	42741.85725	0.0
CR06	1970s	None	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR06	1970s	Other Fuel	Both Shared	1.0	0.0	0.0	0.0	1.1177012992e-05
CR06	1970s	Other Fuel	Neither Shared	1.0	0.0	4.0	43984.653139999995	8.634000713600003e-05
CR06	1970s	Other Fuel	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
CR06	1970s	Other Fuel	Only Heating Shared	1.0	0.0	0.0	0.0	6.002979872000001e-06
CR06	1970s	Propane	Both Shared	1.0	0.0	0.0	0.0	0.0
CR06	1970s	Propane	Neither Shared	1.0	0.0	1.0	8138.720462	0.0009109760828160004
CR06	1970s	Propane	Only Cooling Shared	1.0	0.0	0.0	0.0	8.281591718400004e-05
CR06	1970s	Propane	Only Heating Shared	1.0	0.0	0.0	0.0	0.0002484480000000001
CR06	1980s	Electricity	Both Shared	1.0	0.0	0.0	0.0	4.6961040840000015e-05
CR06	1980s	Electricity	Neither Shared	0.860342	0.139658	39.0	418829.2658	0.007075955842640003
CR06	1980s	Electricity	Only Cooling Shared	1.0	0.0	0.0	0.0	4.406144680000002e-05
CR06	1980s	Electricity	Only Heating Shared	1.0	0.0	1.0	10651.141790000001	0.00020362166972000005
CR06	1980s	Fuel Oil	Both Shared	1.0	0.0	0.0	0.0	0.0
CR06	1980s	Fuel Oil	Neither Shared	1.0	0.0	0.0	0.0	0.0
CR06	1980s	Fuel Oil	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
CR06	1980s	Fuel Oil	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR06	1980s	Natural Gas	Both Shared	1.0	0.0	0.0	0.0	4.5212351015546585e-05
CR06	1980s	Natural Gas	Neither Shared	1.0	0.0	26.0	231538.294	0.0011255171615487435
CR06	1980s	Natural Gas	Only Cooling Shared	1.0	0.0	0.0	0.0	4.863455232000001e-06
CR06	1980s	Natural Gas	Only Heating Shared	1.0	0.0	4.0	33646.02015	0.00010804600529222368
CR06	1980s	None	Both Shared	1.0	0.0	0.0	0.0	0.0
CR06	1980s	None	Neither Shared	1.0	0.0	7.0	61761.46335	0.0
CR06	1980s	None	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
CR06	1980s	None	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR06	1980s	Other Fuel	Both Shared	1.0	0.0	0.0	0.0	0.0
CR06	1980s	Other Fuel	Neither Shared	0.672828	0.32717199999999996	6.0	65546.11433	8.962092860800002e-05
CR06	1980s	Other Fuel	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
CR06	1980s	Other Fuel	Only Heating Shared	1.0	0.0	0.0	0.0	1.3899071392e-05
CR06	1980s	Propane	Both Shared	1.0	0.0	0.0	0.0	0.0
CR06	1980s	Propane	Neither Shared	1.0	0.0	1.0	8724.987676	0.0010899190156800004
CR06	1980s	Propane	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
CR06	1980s	Propane	Only Heating Shared	1.0	0.0	0.0	0.0	0.00015232098432000003
CR06	1990s	Electricity	Both Shared	1.0	0.0	0.0	0.0	4.865770430224705e-05
CR06	1990s	Electricity	Neither Shared	0.761825	0.238175	44.0	458423.781	0.0072572623971362445
CR06	1990s	Electricity	Only Cooling Shared	1.0	0.0	0.0	0.0	6.77062638936684e-06
CR06	1990s	Electricity	Only Heating Shared	1.0	0.0	0.0	0.0	5.7906323933618154e-05
CR06	1990s	Fuel Oil	Both Shared	1.0	0.0	0.0	0.0	0.0
CR06	1990s	Fuel Oil	Neither Shared	1.0	0.0	0.0	0.0	0.0
CR06	1990s	Fuel Oil	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
CR06	1990s	Fuel Oil	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR06	1990s	Natural Gas	Both Shared	1.0	0.0	0.0	0.0	1.8824837328000008e-05
CR06	1990s	Natural Gas	Neither Shared	1.0	0.0	20.0	224768.7347	0.0011942044368240005
CR06	1990s	Natural Gas	Only Cooling Shared	1.0	0.0	0.0	0.0	2.0136974136000013e-05
CR06	1990s	Natural Gas	Only Heating Shared	1.0	0.0	0.0	0.0	5.0473751712000016e-05
CR06	1990s	None	Both Shared	1.0	0.0	0.0	0.0	0.0
CR06	1990s	None	Neither Shared	1.0	0.0	8.0	65973.79593	0.0
CR06	1990s	None	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
CR06	1990s	None	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR06	1990s	Other Fuel	Both Shared	1.0	0.0	0.0	0.0	0.0
CR06	1990s	Other Fuel	Neither Shared	0.0	1.0	1.0	8138.720781	8.281600000000003e-05
CR06	1990s	Other Fuel	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
CR06	1990s	Other Fuel	Only Heating Shared	1.0	0.0	1.0	9007.728534	2.0704000000000007e-05
CR06	1990s	Propane	Both Shared	1.0	0.0	0.0	0.0	0.00019398993753600008
CR06	1990s	Propane	Neither Shared	1.0	0.0	1.0	8854.900234	0.0006801574560000003
CR06	1990s	Propane	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
CR06	1990s	Propane	Only Heating Shared	1.0	0.0	0.0	0.0	0.0003680926064640002
CR06	2000s	Electricity	Both Shared	1.0	0.0	0.0	0.0	3.7744808717351797e-05
CR06	2000s	Electricity	Neither Shared	0.732295	0.267705	29.0	288771.1841	0.00715994845878808
CR06	2000s	Electricity	Only Cooling Shared	1.0	0.0	0.0	0.0	5.407214164780428e-05
CR06	2000s	Electricity	Only Heating Shared	1.0	0.0	0.0	0.0	0.00011883164260823855
CR06	2000s	Fuel Oil	Both Shared	1.0	0.0	0.0	0.0	0.0
CR06	2000s	Fuel Oil	Neither Shared	1.0	0.0	0.0	0.0	0.0
CR06	2000s	Fuel Oil	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
CR06	2000s	Fuel Oil	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR06	2000s	Natural Gas	Both Shared	1.0	0.0	0.0	0.0	1.1094500520000003e-05
CR06	2000s	Natural Gas	Neither Shared	0.941005	0.058995000000000006	29.0	309571.0525	0.0011979480445200004
CR06	2000s	Natural Gas	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
CR06	2000s	Natural Gas	Only Heating Shared	1.0	0.0	0.0	0.0	7.459745496000002e-05
CR06	2000s	None	Both Shared	1.0	0.0	0.0	0.0	0.0
CR06	2000s	None	Neither Shared	1.0	0.0	5.0	41298.83663	0.0
CR06	2000s	None	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
CR06	2000s	None	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR06	2000s	Other Fuel	Both Shared	1.0	0.0	0.0	0.0	0.0
CR06	2000s	Other Fuel	Neither Shared	0.742873	0.257127	4.0	33932.66602	8.281600000000003e-05
CR06	2000s	Other Fuel	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
CR06	2000s	Other Fuel	Only Heating Shared	1.0	0.0	0.0	0.0	2.0704000000000007e-05
CR06	2000s	Propane	Both Shared	1.0	0.0	0.0	0.0	0.0002484480000000001
CR06	2000s	Propane	Neither Shared	1.0	0.0	2.0	19145.80193	0.0008495351408640004
CR06	2000s	Propane	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
CR06	2000s	Propane	Only Heating Shared	1.0	0.0	0.0	0.0	0.000144256859136
CR06	2010s	Electricity	Both Shared	1.0	0.0	0.0	0.0	3.7744808717351797e-05
CR06	2010s	Electricity	Neither Shared	0.732295	0.267705	29.0	288771.1841	0.00715994845878808
CR06	2010s	Electricity	Only Cooling Shared	1.0	0.0	0.0	0.0	5.407214164780428e-05
CR06	2010s	Electricity	Only Heating Shared	1.0	0.0	0.0	0.0	0.00011883164260823855
CR06	2010s	Fuel Oil	Both Shared	1.0	0.0	0.0	0.0	0.0
CR06	2010s	Fuel Oil	Neither Shared	1.0	0.0	0.0	0.0	0.0
CR06	2010s	Fuel Oil	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
CR06	2010s	Fuel Oil	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR06	2010s	Natural Gas	Both Shared	1.0	0.0	0.0	0.0	1.1094500520000003e-05
CR06	2010s	Natural Gas	Neither Shared	0.941005	0.058995000000000006	29.0	309571.0525	0.0011979480445200004
CR06	2010s	Natural Gas	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
CR06	2010s	Natural Gas	Only Heating Shared	1.0	0.0	0.0	0.0	7.459745496000002e-05
CR06	2010s	None	Both Shared	1.0	0.0	0.0	0.0	0.0
CR06	2010s	None	Neither Shared	1.0	0.0	5.0	41298.83663	0.0
CR06	2010s	None	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
CR06	2010s	None	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR06	2010s	Other Fuel	Both Shared	1.0	0.0	0.0	0.0	0.0
CR06	2010s	Other Fuel	Neither Shared	0.742873	0.257127	4.0	33932.66602	8.281600000000003e-05
CR06	2010s	Other Fuel	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
CR06	2010s	Other Fuel	Only Heating Shared	1.0	0.0	0.0	0.0	2.0704000000000007e-05
CR06	2010s	Propane	Both Shared	1.0	0.0	0.0	0.0	0.0002484480000000001
CR06	2010s	Propane	Neither Shared	1.0	0.0	2.0	19145.80193	0.0008495351408640004
CR06	2010s	Propane	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
CR06	2010s	Propane	Only Heating Shared	1.0	0.0	0.0	0.0	0.000144256859136
CR07	<1940	Electricity	Both Shared	1.0	0.0	1.0	10024.97825	0.00011027744308000003
CR07	<1940	Electricity	Neither Shared	0.926649	0.073351	24.0	405036.8649	0.006562180799040002
CR07	<1940	Electricity	Only Cooling Shared	1.0	0.0	0.0	0.0	4.989453964000002e-05
CR07	<1940	Electricity	Only Heating Shared	1.0	0.0	6.0	61610.69466	0.0006482472182400001
CR07	<1940	Fuel Oil	Both Shared	1.0	0.0	0.0	0.0	0.0
CR07	<1940	Fuel Oil	Neither Shared	0.9851270000000001	0.014872999999999999	73.0	847548.6158	0.0
CR07	<1940	Fuel Oil	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
CR07	<1940	Fuel Oil	Only Heating Shared	1.0	0.0	63.0	626711.8071	0.0
CR07	<1940	Natural Gas	Both Shared	1.0	0.0	3.0	35615.19545	2.9071639293926838e-05
CR07	<1940	Natural Gas	Neither Shared	0.986519	0.013481	158.0	1666696.897	0.0009572913669341472
CR07	<1940	Natural Gas	Only Cooling Shared	1.0	0.0	2.0	19667.5892	2.3100385440000012e-06
CR07	<1940	Natural Gas	Only Heating Shared	1.0	0.0	86.0	893593.5944	0.00029496746868418324
CR07	<1940	None	Both Shared	1.0	0.0	0.0	0.0	0.0
CR07	<1940	None	Neither Shared	1.0	0.0	0.0	0.0	0.0
CR07	<1940	None	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
CR07	<1940	None	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR07	<1940	Other Fuel	Both Shared	1.0	0.0	0.0	0.0	0.0
CR07	<1940	Other Fuel	Neither Shared	1.0	0.0	10.0	133777.4698	6.339210761600002e-05
CR07	<1940	Other Fuel	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
CR07	<1940	Other Fuel	Only Heating Shared	1.0	0.0	9.0	95751.88497	4.012789238400001e-05
CR07	<1940	Propane	Both Shared	1.0	0.0	0.0	0.0	0.0
CR07	<1940	Propane	Neither Shared	1.0	0.0	3.0	54852.922739999995	0.0009470942108160004
CR07	<1940	Propane	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
CR07	<1940	Propane	Only Heating Shared	1.0	0.0	0.0	0.0	0.0002951457891840002
CR07	1940s	Electricity	Both Shared	1.0	0.0	1.0	10024.97825	0.00022055488616000006
CR07	1940s	Electricity	Neither Shared	0.926649	0.073351	24.0	405036.8649	0.013124361598080007
CR07	1940s	Electricity	Only Cooling Shared	1.0	0.0	0.0	0.0	9.978907928000003e-05
CR07	1940s	Electricity	Only Heating Shared	1.0	0.0	6.0	61610.69466	0.0012964944364800002
CR07	1940s	Fuel Oil	Both Shared	1.0	0.0	0.0	0.0	0.0
CR07	1940s	Fuel Oil	Neither Shared	0.9851270000000001	0.014872999999999999	73.0	847548.6158	0.0
CR07	1940s	Fuel Oil	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
CR07	1940s	Fuel Oil	Only Heating Shared	1.0	0.0	63.0	626711.8071	0.0
CR07	1940s	Natural Gas	Both Shared	1.0	0.0	3.0	35615.19545	5.8143278587853675e-05
CR07	1940s	Natural Gas	Neither Shared	0.986519	0.013481	158.0	1666696.897	0.0019145827338682944
CR07	1940s	Natural Gas	Only Cooling Shared	1.0	0.0	2.0	19667.5892	4.6200770880000025e-06
CR07	1940s	Natural Gas	Only Heating Shared	1.0	0.0	86.0	893593.5944	0.0005899349373683665
CR07	1940s	None	Both Shared	1.0	0.0	0.0	0.0	0.0
CR07	1940s	None	Neither Shared	1.0	0.0	0.0	0.0	0.0
CR07	1940s	None	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
CR07	1940s	None	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR07	1940s	Other Fuel	Both Shared	1.0	0.0	0.0	0.0	0.0
CR07	1940s	Other Fuel	Neither Shared	1.0	0.0	10.0	133777.4698	0.00012678421523200004
CR07	1940s	Other Fuel	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
CR07	1940s	Other Fuel	Only Heating Shared	1.0	0.0	9.0	95751.88497	8.025578476800002e-05
CR07	1940s	Propane	Both Shared	1.0	0.0	0.0	0.0	0.0
CR07	1940s	Propane	Neither Shared	1.0	0.0	3.0	54852.922739999995	0.0018941884216320004
CR07	1940s	Propane	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
CR07	1940s	Propane	Only Heating Shared	1.0	0.0	0.0	0.0	0.0005902915783680001
CR07	1950s	Electricity	Both Shared	1.0	0.0	0.0	0.0	5.8126025720000015e-05
CR07	1950s	Electricity	Neither Shared	1.0	0.0	10.0	124802.628	0.006996823606920001
CR07	1950s	Electricity	Only Cooling Shared	1.0	0.0	0.0	0.0	4.020220064e-05
CR07	1950s	Electricity	Only Heating Shared	1.0	0.0	2.0	31813.11067	0.0002754481667200001
CR07	1950s	Fuel Oil	Both Shared	1.0	0.0	1.0	9909.892006	0.0
CR07	1950s	Fuel Oil	Neither Shared	1.0	0.0	47.0	507902.9195	0.0
CR07	1950s	Fuel Oil	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
CR07	1950s	Fuel Oil	Only Heating Shared	1.0	0.0	20.0	200285.1071	0.0
CR07	1950s	Natural Gas	Both Shared	1.0	0.0	0.0	0.0	2.9559918648000016e-05
CR07	1950s	Natural Gas	Neither Shared	1.0	0.0	125.0	1440608.394	0.0010124738740080006
CR07	1950s	Natural Gas	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
CR07	1950s	Natural Gas	Only Heating Shared	1.0	0.0	33.0	332858.3967	0.00024160620734400007
CR07	1950s	None	Both Shared	1.0	0.0	0.0	0.0	0.0
CR07	1950s	None	Neither Shared	1.0	0.0	0.0	0.0	0.0
CR07	1950s	None	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
CR07	1950s	None	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR07	1950s	Other Fuel	Both Shared	1.0	0.0	0.0	0.0	0.0
CR07	1950s	Other Fuel	Neither Shared	1.0	0.0	2.0	26222.267219999998	0.00010352000000000003
CR07	1950s	Other Fuel	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
CR07	1950s	Other Fuel	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR07	1950s	Propane	Both Shared	1.0	0.0	0.0	0.0	0.0
CR07	1950s	Propane	Neither Shared	1.0	0.0	0.0	0.0	0.0012422400000000006
CR07	1950s	Propane	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
CR07	1950s	Propane	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR07	1960s	Electricity	Both Shared	1.0	0.0	0.0	0.0	0.00010903475992000001
CR07	1960s	Electricity	Neither Shared	0.9335370000000001	0.066463	16.0	237795.4452	0.006901291786200001
CR07	1960s	Electricity	Only Cooling Shared	1.0	0.0	0.0	0.0	6.784342476000001e-05
CR07	1960s	Electricity	Only Heating Shared	1.0	0.0	2.0	19807.60861	0.00029243002912
CR07	1960s	Fuel Oil	Both Shared	1.0	0.0	0.0	0.0	0.0
CR07	1960s	Fuel Oil	Neither Shared	0.9481879999999999	0.051812000000000004	29.0	301538.8697	0.0
CR07	1960s	Fuel Oil	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
CR07	1960s	Fuel Oil	Only Heating Shared	1.0	0.0	21.0	194166.588	0.0
CR07	1960s	Natural Gas	Both Shared	1.0	0.0	2.0	39831.759289999995	3.5582244072e-05
CR07	1960s	Natural Gas	Neither Shared	1.0	0.0	67.0	695527.2908	0.0010147012461360003
CR07	1960s	Natural Gas	Only Cooling Shared	1.0	0.0	0.0	0.0	1.0068872160000002e-05
CR07	1960s	Natural Gas	Only Heating Shared	1.0	0.0	37.0	395041.1663	0.00022328763763200003
CR07	1960s	None	Both Shared	1.0	0.0	0.0	0.0	0.0
CR07	1960s	None	Neither Shared	1.0	0.0	0.0	0.0	0.0
CR07	1960s	None	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
CR07	1960s	None	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR07	1960s	Other Fuel	Both Shared	1.0	0.0	0.0	0.0	0.0
CR07	1960s	Other Fuel	Neither Shared	1.0	0.0	10.0	114366.5928	9.024712108800002e-05
CR07	1960s	Other Fuel	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
CR07	1960s	Other Fuel	Only Heating Shared	1.0	0.0	1.0	14103.9068	1.3272878912e-05
CR07	1960s	Propane	Both Shared	1.0	0.0	0.0	0.0	0.0
CR07	1960s	Propane	Neither Shared	1.0	0.0	0.0	0.0	0.0009937920000000005
CR07	1960s	Propane	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
CR07	1960s	Propane	Only Heating Shared	1.0	0.0	1.0	10550.53818	0.0002484480000000001
CR07	1970s	Electricity	Both Shared	1.0	0.0	1.0	21905.00447	0.00013830930900000002
CR07	1970s	Electricity	Neither Shared	0.734682	0.265318	23.0	316128.0753	0.006973075533720001
CR07	1970s	Electricity	Only Cooling Shared	1.0	0.0	0.0	0.0	5.826901536e-05
CR07	1970s	Electricity	Only Heating Shared	1.0	0.0	4.0	32764.988680000002	0.00020094614192
CR07	1970s	Fuel Oil	Both Shared	1.0	0.0	1.0	8316.45858	0.0
CR07	1970s	Fuel Oil	Neither Shared	0.9420850000000001	0.057914999999999994	21.0	243057.8216	0.0
CR07	1970s	Fuel Oil	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
CR07	1970s	Fuel Oil	Only Heating Shared	1.0	0.0	9.0	89274.7111	0.0
CR07	1970s	Natural Gas	Both Shared	1.0	0.0	2.0	33998.46389	2.1851125140853007e-05
CR07	1970s	Natural Gas	Neither Shared	1.0	0.0	57.0	751317.2307	0.0011229691954095244
CR07	1970s	Natural Gas	Only Cooling Shared	1.0	0.0	0.0	0.0	4.165150906844929e-06
CR07	1970s	Natural Gas	Only Heating Shared	1.0	0.0	23.0	211030.7507	0.0001346540150870346
CR07	1970s	None	Both Shared	1.0	0.0	0.0	0.0	0.0
CR07	1970s	None	Neither Shared	1.0	0.0	0.0	0.0	0.0
CR07	1970s	None	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
CR07	1970s	None	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR07	1970s	Other Fuel	Both Shared	1.0	0.0	0.0	0.0	1.1177012992e-05
CR07	1970s	Other Fuel	Neither Shared	0.8955879999999999	0.10441199999999999	14.0	155843.9128	8.634000713600003e-05
CR07	1970s	Other Fuel	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
CR07	1970s	Other Fuel	Only Heating Shared	1.0	0.0	1.0	10806.57262	6.002979872000001e-06
CR07	1970s	Propane	Both Shared	1.0	0.0	0.0	0.0	0.0
CR07	1970s	Propane	Neither Shared	1.0	0.0	3.0	53792.880379999995	0.0009109760828160004
CR07	1970s	Propane	Only Cooling Shared	1.0	0.0	0.0	0.0	8.281591718400004e-05
CR07	1970s	Propane	Only Heating Shared	1.0	0.0	0.0	0.0	0.0002484480000000001
CR07	1980s	Electricity	Both Shared	1.0	0.0	1.0	10438.120009999999	4.6961040840000015e-05
CR07	1980s	Electricity	Neither Shared	0.7061310000000001	0.293869	19.0	241995.9974	0.007075955842640003
CR07	1980s	Electricity	Only Cooling Shared	1.0	0.0	0.0	0.0	4.406144680000002e-05
CR07	1980s	Electricity	Only Heating Shared	1.0	0.0	6.0	53854.04817	0.00020362166972000005
CR07	1980s	Fuel Oil	Both Shared	1.0	0.0	0.0	0.0	0.0
CR07	1980s	Fuel Oil	Neither Shared	0.816941	0.183059	8.0	94735.80526000001	0.0
