Dependency=Location Region	Dependency=Vintage	Dependency=Heating Fuel	Dependency=HVAC System Is Shared	Option=No	Option=Yes	Count	Weight	resstock_probability
CR03	1960s	Fuel Oil	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
CR03	1960s	Fuel Oil	Only Heating Shared	1.0	0.0	7.0	53558.37676	0.0
CR03	1960s	Natural Gas	Both Shared	1.0	0.0	0.0	0.0	3.5582244072e-05
CR03	1960s	Natural Gas	Neither Shared	1.0	0.0	31.0	163235.7442	0.0010147012461360003
CR03	1960s	Natural Gas	Only Cooling Shared	1.0	0.0	0.0	0.0	1.0068872160000002e-05
CR03	1960s	Natural Gas	Only Heating Shared	1.0	0.0	11.0	80331.96347	0.00022328763763200003
CR03	1960s	None	Both Shared	1.0	0.0	0.0	0.0	0.0
CR03	1960s	None	Neither Shared	1.0	0.0	1.0	5795.557167	0.0
CR03	1960s	None	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
CR03	1960s	None	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR03	1960s	Other Fuel	Both Shared	1.0	0.0	0.0	0.0	0.0
CR03	1960s	Other Fuel	Neither Shared	1.0	0.0	6.0	31397.4815	9.024712108800002e-05
CR03	1960s	Other Fuel	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
CR03	1960s	Other Fuel	Only Heating Shared	1.0	0.0	0.0	0.0	1.3272878912e-05
CR03	1960s	Propane	Both Shared	1.0	0.0	0.0	0.0	0.0
CR03	1960s	Propane	Neither Shared	1.0	0.0	2.0	12081.80587	0.0009937920000000005
CR03	1960s	Propane	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
CR03	1960s	Propane	Only Heating Shared	1.0	0.0	0.0	0.0	0.0002484480000000001
CR03	1970s	Electricity	Both Shared	1.0	0.0	0.0	0.0	0.00013830930900000002
CR03	1970s	Electricity	Neither Shared	1.0	0.0	10.0	57850.763979999996	0.006973075533720001
CR03	1970s	Electricity	Only Cooling Shared	1.0	0.0	0.0	0.0	5.826901536e-05
CR03	1970s	Electricity	Only Heating Shared	1.0	0.0	3.0	19121.69495	0.00020094614192
CR03	1970s	Fuel Oil	Both Shared	1.0	0.0	0.0	0.0	0.0
CR03	1970s	Fuel Oil	Neither Shared	1.0	0.0	31.0	191261.7187	0.0
CR03	1970s	Fuel Oil	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
CR03	1970s	Fuel Oil	Only Heating Shared	1.0	0.0	7.0	39477.41638	0.0
CR03	1970s	Natural Gas	Both Shared	1.0	0.0	1.0	5506.848253	2.1851125140853007e-05
CR03	1970s	Natural Gas	Neither Shared	1.0	0.0	19.0	107123.4316	0.0011229691954095244
CR03	1970s	Natural Gas	Only Cooling Shared	1.0	0.0	0.0	0.0	4.165150906844929e-06
CR03	1970s	Natural Gas	Only Heating Shared	1.0	0.0	20.0	104307.3455	0.0001346540150870346
CR03	1970s	None	Both Shared	1.0	0.0	0.0	0.0	0.0
CR03	1970s	None	Neither Shared	1.0	0.0	0.0	0.0	0.0
CR03	1970s	None	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
CR03	1970s	None	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR03	1970s	Other Fuel	Both Shared	1.0	0.0	0.0	0.0	1.1177012992e-05
CR03	1970s	Other Fuel	Neither Shared	1.0	0.0	15.0	101853.2764	8.634000713600003e-05
CR03	1970s	Other Fuel	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
CR03	1970s	Other Fuel	Only Heating Shared	1.0	0.0	0.0	0.0	6.002979872000001e-06
CR03	1970s	Propane	Both Shared	1.0	0.0	0.0	0.0	0.0
CR03	1970s	Propane	Neither Shared	1.0	0.0	2.0	16666.02537	0.0009109760828160004
CR03	1970s	Propane	Only Cooling Shared	1.0	0.0	0.0	0.0	8.281591718400004e-05
CR03	1970s	Propane	Only Heating Shared	1.0	0.0	1.0	9718.807889	0.0002484480000000001
CR03	1980s	Electricity	Both Shared	1.0	0.0	1.0	4294.151879	4.6961040840000015e-05
CR03	1980s	Electricity	Neither Shared	0.957139	0.042861	17.0	92342.78606	0.007075955842640003
CR03	1980s	Electricity	Only Cooling Shared	1.0	0.0	1.0	4406.747113	4.406144680000002e-05
CR03	1980s	Electricity	Only Heating Shared	1.0	0.0	3.0	17544.46075	0.00020362166972000005
CR03	1980s	Fuel Oil	Both Shared	1.0	0.0	0.0	0.0	0.0
CR03	1980s	Fuel Oil	Neither Shared	1.0	0.0	32.0	200283.1634	0.0
CR03	1980s	Fuel Oil	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
CR03	1980s	Fuel Oil	Only Heating Shared	1.0	0.0	2.0	15196.75995	0.0
CR03	1980s	Natural Gas	Both Shared	1.0	0.0	0.0	0.0	4.5212351015546585e-05
CR03	1980s	Natural Gas	Neither Shared	0.9725239999999999	0.027476	47.0	244185.1948	0.0011255171615487435
CR03	1980s	Natural Gas	Only Cooling Shared	1.0	0.0	0.0	0.0	4.863455232000001e-06
CR03	1980s	Natural Gas	Only Heating Shared	1.0	0.0	23.0	158279.2357	0.00010804600529222368
CR03	1980s	None	Both Shared	1.0	0.0	0.0	0.0	0.0
CR03	1980s	None	Neither Shared	1.0	0.0	0.0	0.0	0.0
CR03	1980s	None	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
CR03	1980s	None	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR03	1980s	Other Fuel	Both Shared	1.0	0.0	0.0	0.0	0.0
CR03	1980s	Other Fuel	Neither Shared	1.0	0.0	7.0	43141.29464	8.962092860800002e-05
CR03	1980s	Other Fuel	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
CR03	1980s	Other Fuel	Only Heating Shared	1.0	0.0	1.0	8833.604979000002	1.3899071392e-05
CR03	1980s	Propane	Both Shared	1.0	0.0	0.0	0.0	0.0
CR03	1980s	Propane	Neither Shared	1.0	0.0	3.0	17770.67271	0.0010899190156800004
CR03	1980s	Propane	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
CR03	1980s	Propane	Only Heating Shared	1.0	0.0	0.0	0.0	0.00015232098432000003
CR03	1990s	Electricity	Both Shared	1.0	0.0	0.0	0.0	4.865770430224705e-05
CR03	1990s	Electricity	Neither Shared	1.0	0.0	6.0	25737.05035	0.0072572623971362445
CR03	1990s	Electricity	Only Cooling Shared	1.0	0.0	0.0	0.0	6.77062638936684e-06
CR03	1990s	Electricity	Only Heating Shared	1.0	0.0	0.0	0.0	5.7906323933618154e-05
CR03	1990s	Fuel Oil	Both Shared	1.0	0.0	1.0	5531.585402000001	0.0
CR03	1990s	Fuel Oil	Neither Shared	1.0	0.0	24.0	142999.8941	0.0
CR03	1990s	Fuel Oil	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
CR03	1990s	Fuel Oil	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR03	1990s	Natural Gas	Both Shared	1.0	0.0	0.0	0.0	1.8824837328000008e-05
CR03	1990s	Natural Gas	Neither Shared	1.0	0.0	21.0	104632.1809	0.0011942044368240005
CR03	1990s	Natural Gas	Only Cooling Shared	1.0	0.0	0.0	0.0	2.0136974136000013e-05
CR03	1990s	Natural Gas	Only Heating Shared	1.0	0.0	1.0	6653.389598	5.0473751712000016e-05
CR03	1990s	None	Both Shared	1.0	0.0	0.0	0.0	0.0
CR03	1990s	None	Neither Shared	1.0	0.0	0.0	0.0	0.0
CR03	1990s	None	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
CR03	1990s	None	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR03	1990s	Other Fuel	Both Shared	1.0	0.0	0.0	0.0	0.0
CR03	1990s	Other Fuel	Neither Shared	1.0	0.0	5.0	33363.35544	8.281600000000003e-05
CR03	1990s	Other Fuel	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
CR03	1990s	Other Fuel	Only Heating Shared	1.0	0.0	1.0	5639.385225999999	2.0704000000000007e-05
CR03	1990s	Propane	Both Shared	1.0	0.0	0.0	0.0	0.00019398993753600008
CR03	1990s	Propane	Neither Shared	1.0	0.0	2.0	16050.14645	0.0006801574560000003
CR03	1990s	Propane	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
CR03	1990s	Propane	Only Heating Shared	1.0	0.0	0.0	0.0	0.0003680926064640002
CR03	2000s	Electricity	Both Shared	1.0	0.0	0.0	0.0	3.7744808717351797e-05
CR03	2000s	Electricity	Neither Shared	1.0	0.0	3.0	15791.82641	0.00715994845878808
CR03	2000s	Electricity	Only Cooling Shared	1.0	0.0	0.0	0.0	5.407214164780428e-05
CR03	2000s	Electricity	Only Heating Shared	1.0	0.0	0.0	0.0	0.00011883164260823855
CR03	2000s	Fuel Oil	Both Shared	1.0	0.0	0.0	0.0	0.0
CR03	2000s	Fuel Oil	Neither Shared	1.0	0.0	33.0	187434.0267	0.0
CR03	2000s	Fuel Oil	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
CR03	2000s	Fuel Oil	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR03	2000s	Natural Gas	Both Shared	1.0	0.0	0.0	0.0	1.1094500520000003e-05
CR03	2000s	Natural Gas	Neither Shared	0.95142	0.04858	16.0	79774.35698	0.0011979480445200004
CR03	2000s	Natural Gas	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
CR03	2000s	Natural Gas	Only Heating Shared	1.0	0.0	2.0	15240.483059999999	7.459745496000002e-05
CR03	2000s	None	Both Shared	1.0	0.0	0.0	0.0	0.0
CR03	2000s	None	Neither Shared	1.0	0.0	0.0	0.0	0.0
CR03	2000s	None	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
CR03	2000s	None	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR03	2000s	Other Fuel	Both Shared	1.0	0.0	0.0	0.0	0.0
CR03	2000s	Other Fuel	Neither Shared	1.0	0.0	8.0	49652.38549	8.281600000000003e-05
CR03	2000s	Other Fuel	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
CR03	2000s	Other Fuel	Only Heating Shared	1.0	0.0	0.0	0.0	2.0704000000000007e-05
CR03	2000s	Propane	Both Shared	1.0	0.0	0.0	0.0	0.0002484480000000001
CR03	2000s	Propane	Neither Shared	1.0	0.0	5.0	40003.61814	0.0008495351408640004
CR03	2000s	Propane	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
CR03	2000s	Propane	Only Heating Shared	1.0	0.0	0.0	0.0	0.000144256859136
CR03	2010s	Electricity	Both Shared	1.0	0.0	0.0	0.0	3.7744808717351797e-05
CR03	2010s	Electricity	Neither Shared	1.0	0.0	3.0	15791.82641	0.00715994845878808
CR03	2010s	Electricity	Only Cooling Shared	1.0	0.0	0.0	0.0	5.407214164780428e-05
CR03	2010s	Electricity	Only Heating Shared	1.0	0.0	0.0	0.0	0.00011883164260823855
CR03	2010s	Fuel Oil	Both Shared	1.0	0.0	0.0	0.0	0.0
CR03	2010s	Fuel Oil	Neither Shared	1.0	0.0	33.0	187434.0267	0.0
CR03	2010s	Fuel Oil	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
CR03	2010s	Fuel Oil	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR03	2010s	Natural Gas	Both Shared	1.0	0.0	0.0	0.0	1.1094500520000003e-05
CR03	2010s	Natural Gas	Neither Shared	0.95142	0.04858	16.0	79774.35698	0.0011979480445200004
CR03	2010s	Natural Gas	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
CR03	2010s	Natural Gas	Only Heating Shared	1.0	0.0	2.0	15240.483059999999	7.459745496000002e-05
CR03	2010s	None	Both Shared	1.0	0.0	0.0	0.0	0.0
CR03	2010s	None	Neither Shared	1.0	0.0	0.0	0.0	0.0
CR03	2010s	None	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
CR03	2010s	None	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR03	2010s	Other Fuel	Both Shared	1.0	0.0	0.0	0.0	0.0
CR03	2010s	Other Fuel	Neither Shared	1.0	0.0	8.0	49652.38549	8.281600000000003e-05
CR03	2010s	Other Fuel	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
CR03	2010s	Other Fuel	Only Heating Shared	1.0	0.0	0.0	0.0	2.0704000000000007e-05
CR03	2010s	Propane	Both Shared	1.0	0.0	0.0	0.0	0.0002484480000000001
CR03	2010s	Propane	Neither Shared	1.0	0.0	5.0	40003.61814	0.0008495351408640004
CR03	2010s	Propane	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
CR03	2010s	Propane	Only Heating Shared	1.0	0.0	0.0	0.0	0.000144256859136
CR04	<1940	Electricity	Both Shared	1.0	0.0	0.0	0.0	0.00011027744308000003
CR04	<1940	Electricity	Neither Shared	0.8191229999999999	0.180877	20.0	310943.8199	0.006562180799040002
CR04	<1940	Electricity	Only Cooling Shared	1.0	0.0	0.0	0.0	4.989453964000002e-05
CR04	<1940	Electricity	Only Heating Shared	1.0	0.0	0.0	0.0	0.0006482472182400001
CR04	<1940	Fuel Oil	Both Shared	1.0	0.0	0.0	0.0	0.0
CR04	<1940	Fuel Oil	Neither Shared	1.0	0.0	4.0	57881.80925	0.0
CR04	<1940	Fuel Oil	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
CR04	<1940	Fuel Oil	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR04	<1940	Natural Gas	Both Shared	1.0	0.0	1.0	95779.14457	2.9071639293926838e-05
CR04	<1940	Natural Gas	Neither Shared	0.9893850000000001	0.010615000000000001	175.0	2766093.821	0.0009572913669341472
CR04	<1940	Natural Gas	Only Cooling Shared	1.0	0.0	1.0	17888.36445	2.3100385440000012e-06
CR04	<1940	Natural Gas	Only Heating Shared	1.0	0.0	18.0	373330.0754	0.00029496746868418324
CR04	<1940	None	Both Shared	1.0	0.0	0.0	0.0	0.0
CR04	<1940	None	Neither Shared	1.0	0.0	2.0	34488.78435	0.0
CR04	<1940	None	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
CR04	<1940	None	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR04	<1940	Other Fuel	Both Shared	1.0	0.0	0.0	0.0	0.0
CR04	<1940	Other Fuel	Neither Shared	1.0	0.0	7.0	123333.7762	6.339210761600002e-05
CR04	<1940	Other Fuel	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
CR04	<1940	Other Fuel	Only Heating Shared	1.0	0.0	0.0	0.0	4.012789238400001e-05
CR04	<1940	Propane	Both Shared	1.0	0.0	0.0	0.0	0.0
CR04	<1940	Propane	Neither Shared	1.0	0.0	7.0	160540.166	0.0009470942108160004
CR04	<1940	Propane	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
CR04	<1940	Propane	Only Heating Shared	1.0	0.0	1.0	14639.67274	0.0002951457891840002
CR04	1940s	Electricity	Both Shared	1.0	0.0	0.0	0.0	0.00022055488616000006
CR04	1940s	Electricity	Neither Shared	0.8191229999999999	0.180877	20.0	310943.8199	0.013124361598080007
CR04	1940s	Electricity	Only Cooling Shared	1.0	0.0	0.0	0.0	9.978907928000003e-05
CR04	1940s	Electricity	Only Heating Shared	1.0	0.0	0.0	0.0	0.0012964944364800002
CR04	1940s	Fuel Oil	Both Shared	1.0	0.0	0.0	0.0	0.0
CR04	1940s	Fuel Oil	Neither Shared	1.0	0.0	4.0	57881.80925	0.0
CR04	1940s	Fuel Oil	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
CR04	1940s	Fuel Oil	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR04	1940s	Natural Gas	Both Shared	1.0	0.0	1.0	95779.14457	5.8143278587853675e-05
CR04	1940s	Natural Gas	Neither Shared	0.9893850000000001	0.010615000000000001	175.0	2766093.821	0.0019145827338682944
CR04	1940s	Natural Gas	Only Cooling Shared	1.0	0.0	1.0	17888.36445	4.6200770880000025e-06
CR04	1940s	Natural Gas	Only Heating Shared	1.0	0.0	18.0	373330.0754	0.0005899349373683665
CR04	1940s	None	Both Shared	1.0	0.0	0.0	0.0	0.0
CR04	1940s	None	Neither Shared	1.0	0.0	2.0	34488.78435	0.0
CR04	1940s	None	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
CR04	1940s	None	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR04	1940s	Other Fuel	Both Shared	1.0	0.0	0.0	0.0	0.0
CR04	1940s	Other Fuel	Neither Shared	1.0	0.0	7.0	123333.7762	0.00012678421523200004
CR04	1940s	Other Fuel	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
CR04	1940s	Other Fuel	Only Heating Shared	1.0	0.0	0.0	0.0	8.025578476800002e-05
CR04	1940s	Propane	Both Shared	1.0	0.0	0.0	0.0	0.0
CR04	1940s	Propane	Neither Shared	1.0	0.0	7.0	160540.166	0.0018941884216320004
CR04	1940s	Propane	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
CR04	1940s	Propane	Only Heating Shared	1.0	0.0	1.0	14639.67274	0.0005902915783680001
CR04	1950s	Electricity	Both Shared	1.0	0.0	0.0	0.0	5.8126025720000015e-05
CR04	1950s	Electricity	Neither Shared	0.800157	0.199843	6.0	86409.40319	0.006996823606920001
CR04	1950s	Electricity	Only Cooling Shared	1.0	0.0	0.0	0.0	4.020220064e-05
CR04	1950s	Electricity	Only Heating Shared	1.0	0.0	2.0	39000.17502	0.0002754481667200001
CR04	1950s	Fuel Oil	Both Shared	1.0	0.0	0.0	0.0	0.0
CR04	1950s	Fuel Oil	Neither Shared	1.0	0.0	5.0	100655.9521	0.0
CR04	1950s	Fuel Oil	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
CR04	1950s	Fuel Oil	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR04	1950s	Natural Gas	Both Shared	1.0	0.0	1.0	13789.308980000002	2.9559918648000016e-05
CR04	1950s	Natural Gas	Neither Shared	1.0	0.0	113.0	1852186.105	0.0010124738740080006
CR04	1950s	Natural Gas	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
CR04	1950s	Natural Gas	Only Heating Shared	1.0	0.0	7.0	133766.8939	0.00024160620734400007
CR04	1950s	None	Both Shared	1.0	0.0	0.0	0.0	0.0
CR04	1950s	None	Neither Shared	1.0	0.0	0.0	0.0	0.0
CR04	1950s	None	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
CR04	1950s	None	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR04	1950s	Other Fuel	Both Shared	1.0	0.0	0.0	0.0	0.0
CR04	1950s	Other Fuel	Neither Shared	1.0	0.0	3.0	57792.68087999999	0.00010352000000000003
CR04	1950s	Other Fuel	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
CR04	1950s	Other Fuel	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR04	1950s	Propane	Both Shared	1.0	0.0	0.0	0.0	0.0
CR04	1950s	Propane	Neither Shared	1.0	0.0	2.0	43093.26238	0.0012422400000000006
CR04	1950s	Propane	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
CR04	1950s	Propane	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR04	1960s	Electricity	Both Shared	1.0	0.0	0.0	0.0	0.00010903475992000001
CR04	1960s	Electricity	Neither Shared	0.9651069999999999	0.034893	24.0	402875.9439	0.006901291786200001
CR04	1960s	Electricity	Only Cooling Shared	1.0	0.0	0.0	0.0	6.784342476000001e-05
CR04	1960s	Electricity	Only Heating Shared	1.0	0.0	1.0	31063.28278	0.00029243002912
CR04	1960s	Fuel Oil	Both Shared	1.0	0.0	0.0	0.0	0.0
CR04	1960s	Fuel Oil	Neither Shared	1.0	0.0	1.0	12581.55885	0.0
CR04	1960s	Fuel Oil	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
CR04	1960s	Fuel Oil	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR04	1960s	Natural Gas	Both Shared	1.0	0.0	0.0	0.0	3.5582244072e-05
CR04	1960s	Natural Gas	Neither Shared	0.955393	0.044607	83.0	1386303.84	0.0010147012461360003
CR04	1960s	Natural Gas	Only Cooling Shared	1.0	0.0	2.0	35979.96124	1.0068872160000002e-05
CR04	1960s	Natural Gas	Only Heating Shared	1.0	0.0	10.0	189266.2563	0.00022328763763200003
CR04	1960s	None	Both Shared	1.0	0.0	0.0	0.0	0.0
CR04	1960s	None	Neither Shared	1.0	0.0	0.0	0.0	0.0
CR04	1960s	None	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
CR04	1960s	None	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR04	1960s	Other Fuel	Both Shared	1.0	0.0	0.0	0.0	0.0
CR04	1960s	Other Fuel	Neither Shared	1.0	0.0	1.0	13948.802080000001	9.024712108800002e-05
CR04	1960s	Other Fuel	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
CR04	1960s	Other Fuel	Only Heating Shared	1.0	0.0	0.0	0.0	1.3272878912e-05
CR04	1960s	Propane	Both Shared	1.0	0.0	0.0	0.0	0.0
CR04	1960s	Propane	Neither Shared	1.0	0.0	1.0	21668.2812	0.0009937920000000005
CR04	1960s	Propane	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
CR04	1960s	Propane	Only Heating Shared	1.0	0.0	0.0	0.0	0.0002484480000000001
CR04	1970s	Electricity	Both Shared	1.0	0.0	0.0	0.0	0.00013830930900000002
CR04	1970s	Electricity	Neither Shared	0.8622340000000001	0.137766	38.0	638112.3274	0.006973075533720001
CR04	1970s	Electricity	Only Cooling Shared	1.0	0.0	0.0	0.0	5.826901536e-05
CR04	1970s	Electricity	Only Heating Shared	1.0	0.0	2.0	35375.0412	0.00020094614192
CR04	1970s	Fuel Oil	Both Shared	1.0	0.0	0.0	0.0	0.0
CR04	1970s	Fuel Oil	Neither Shared	0.675148	0.324852	3.0	41245.16742	0.0
CR04	1970s	Fuel Oil	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
CR04	1970s	Fuel Oil	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR04	1970s	Natural Gas	Both Shared	1.0	0.0	4.0	72167.31881	2.1851125140853007e-05
CR04	1970s	Natural Gas	Neither Shared	0.990399	0.009601	69.0	1129581.497	0.0011229691954095244
CR04	1970s	Natural Gas	Only Cooling Shared	1.0	0.0	0.0	0.0	4.165150906844929e-06
CR04	1970s	Natural Gas	Only Heating Shared	1.0	0.0	9.0	197830.0548	0.0001346540150870346
CR04	1970s	None	Both Shared	1.0	0.0	0.0	0.0	0.0
CR04	1970s	None	Neither Shared	1.0	0.0	0.0	0.0	0.0
CR04	1970s	None	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
CR04	1970s	None	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR04	1970s	Other Fuel	Both Shared	1.0	0.0	1.0	20120.8937	1.1177012992e-05
CR04	1970s	Other Fuel	Neither Shared	1.0	0.0	2.0	31919.632410000002	8.634000713600003e-05
CR04	1970s	Other Fuel	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
CR04	1970s	Other Fuel	Only Heating Shared	1.0	0.0	0.0	0.0	6.002979872000001e-06
CR04	1970s	Propane	Both Shared	1.0	0.0	0.0	0.0	0.0
CR04	1970s	Propane	Neither Shared	1.0	0.0	5.0	122357.5167	0.0009109760828160004
CR04	1970s	Propane	Only Cooling Shared	1.0	0.0	0.0	0.0	8.281591718400004e-05
CR04	1970s	Propane	Only Heating Shared	1.0	0.0	0.0	0.0	0.0002484480000000001
CR04	1980s	Electricity	Both Shared	1.0	0.0	0.0	0.0	4.6961040840000015e-05
CR04	1980s	Electricity	Neither Shared	0.731395	0.26860500000000004	25.0	479833.5181	0.007075955842640003
CR04	1980s	Electricity	Only Cooling Shared	1.0	0.0	0.0	0.0	4.406144680000002e-05
CR04	1980s	Electricity	Only Heating Shared	1.0	0.0	1.0	19823.3603	0.00020362166972000005
CR04	1980s	Fuel Oil	Both Shared	1.0	0.0	0.0	0.0	0.0
CR04	1980s	Fuel Oil	Neither Shared	1.0	0.0	0.0	0.0	0.0
CR04	1980s	Fuel Oil	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
CR04	1980s	Fuel Oil	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR04	1980s	Natural Gas	Both Shared	1.0	0.0	2.0	31842.427539999997	4.5212351015546585e-05
CR04	1980s	Natural Gas	Neither Shared	0.981967	0.018033	54.0	897588.7019	0.0011255171615487435
CR04	1980s	Natural Gas	Only Cooling Shared	1.0	0.0	1.0	18749.3332	4.863455232000001e-06
CR04	1980s	Natural Gas	Only Heating Shared	1.0	0.0	1.0	18391.502119999997	0.00010804600529222368
CR04	1980s	None	Both Shared	1.0	0.0	0.0	0.0	0.0
CR04	1980s	None	Neither Shared	1.0	0.0	0.0	0.0	0.0
CR04	1980s	None	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
CR04	1980s	None	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR04	1980s	Other Fuel	Both Shared	1.0	0.0	0.0	0.0	0.0
CR04	1980s	Other Fuel	Neither Shared	1.0	0.0	3.0	53865.21342000001	8.962092860800002e-05
CR04	1980s	Other Fuel	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
CR04	1980s	Other Fuel	Only Heating Shared	1.0	0.0	1.0	12810.12451	1.3899071392e-05
CR04	1980s	Propane	Both Shared	1.0	0.0	0.0	0.0	0.0
CR04	1980s	Propane	Neither Shared	1.0	0.0	8.0	218206.4463	0.0010899190156800004
CR04	1980s	Propane	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
CR04	1980s	Propane	Only Heating Shared	1.0	0.0	0.0	0.0	0.00015232098432000003
CR04	1990s	Electricity	Both Shared	1.0	0.0	0.0	0.0	4.865770430224705e-05
CR04	1990s	Electricity	Neither Shared	0.908049	0.091951	12.0	217740.3432	0.0072572623971362445
CR04	1990s	Electricity	Only Cooling Shared	1.0	0.0	0.0	0.0	6.77062638936684e-06
CR04	1990s	Electricity	Only Heating Shared	1.0	0.0	0.0	0.0	5.7906323933618154e-05
CR04	1990s	Fuel Oil	Both Shared	1.0	0.0	0.0	0.0	0.0
CR04	1990s	Fuel Oil	Neither Shared	1.0	0.0	0.0	0.0	0.0
CR04	1990s	Fuel Oil	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
CR04	1990s	Fuel Oil	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR04	1990s	Natural Gas	Both Shared	1.0	0.0	2.0	38987.66467	1.8824837328000008e-05
CR04	1990s	Natural Gas	Neither Shared	0.9735450000000001	0.026455000000000003	77.0	1305003.801	0.0011942044368240005
CR04	1990s	Natural Gas	Only Cooling Shared	1.0	0.0	1.0	20518.26372	2.0136974136000013e-05
CR04	1990s	Natural Gas	Only Heating Shared	1.0	0.0	2.0	37605.56205	5.0473751712000016e-05
CR04	1990s	None	Both Shared	1.0	0.0	0.0	0.0	0.0
CR04	1990s	None	Neither Shared	1.0	0.0	0.0	0.0	0.0
CR04	1990s	None	Only Cooling Shared	1.0	0.0	1.0	18145.63241	0.0
CR04	1990s	None	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR04	1990s	Other Fuel	Both Shared	1.0	0.0	0.0	0.0	0.0
CR04	1990s	Other Fuel	Neither Shared	1.0	0.0	3.0	51029.11255	8.281600000000003e-05
CR04	1990s	Other Fuel	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
CR04	1990s	Other Fuel	Only Heating Shared	1.0	0.0	0.0	0.0	2.0704000000000007e-05
CR04	1990s	Propane	Both Shared	1.0	0.0	1.0	15760.3342	0.00019398993753600008
