Dependency=Location Region	Dependency=Vintage	Dependency=Heating Fuel	Dependency=HVAC System Is Heat Pump	Dependency=HVAC System Is Shared	Option=None	Option=AC, SEER 8	Option=AC, SEER 10	Option=AC, SEER 13	Option=AC, SEER 15	Option=FIXME Room AC, EER 8.5, 20% Conditioned	Option=FIXME Room AC, EER 10.7, 20% Conditioned	resstock_probability
CR04	1970s	Natural Gas	No	Neither Shared	0.055622000000000005	0.08843	0.41002	0.261787	0.046468999999999996	0.04589	0.091781	0.0011121875681643976
CR04	1970s	None	No	Neither Shared	0.09618600000000001	0.063832	0.29596500000000003	0.188966	0.033543	0.107169	0.21434	0.0
CR04	1970s	Other Fuel	No	Neither Shared	0.09618600000000001	0.063832	0.29596500000000003	0.188966	0.033543	0.107169	0.21434	8.634000713600002e-05
CR04	1970s	Propane	No	Neither Shared	0.146267	0.062749	0.29094699999999996	0.18576199999999998	0.032974	0.093766	0.18753499999999998	0.0009109760828160003
CR04	1970s	Electricity	Yes	Neither Shared	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0009606527239784696
CR04	1970s	Fuel Oil	Yes	Neither Shared	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CR04	1970s	Natural Gas	Yes	Neither Shared	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0781627245126845e-05
CR04	1970s	None	Yes	Neither Shared	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CR04	1970s	Other Fuel	Yes	Neither Shared	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CR04	1970s	Propane	Yes	Neither Shared	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CR04	1970s	Electricity	No	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0	0.0	0.0	5.826901536e-05
CR04	1970s	Fuel Oil	No	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CR04	1970s	Natural Gas	No	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0	0.0	0.0	4.165150906844929e-06
CR04	1970s	None	No	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CR04	1970s	Other Fuel	No	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CR04	1970s	Propane	No	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0	0.0	0.0	8.281591718400004e-05
CR04	1970s	Electricity	Yes	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CR04	1970s	Fuel Oil	Yes	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CR04	1970s	Natural Gas	Yes	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CR04	1970s	None	Yes	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CR04	1970s	Other Fuel	Yes	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CR04	1970s	Propane	Yes	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CR04	1970s	Electricity	No	Both Shared	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00013830930900000002
CR04	1970s	Fuel Oil	No	Both Shared	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CR04	1970s	Natural Gas	No	Both Shared	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.1851125140853007e-05
CR04	1970s	None	No	Both Shared	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CR04	1970s	Other Fuel	No	Both Shared	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1177012992e-05
CR04	1970s	Propane	No	Both Shared	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CR04	1970s	Electricity	Yes	Both Shared	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CR04	1970s	Fuel Oil	Yes	Both Shared	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CR04	1970s	Natural Gas	Yes	Both Shared	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CR04	1970s	None	Yes	Both Shared	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CR04	1970s	Other Fuel	Yes	Both Shared	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CR04	1970s	Propane	Yes	Both Shared	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CR04	1980s	Electricity	No	Only Heating Shared	0.069236	0.0816	0.263864	0.172741	0.031142000000000003	0.127139	0.254278	0.00020362166972000005
CR04	1980s	Fuel Oil	No	Only Heating Shared	0.0	0.11046800000000001	0.357213	0.233852	0.042158	0.085435	0.170873	0.0
CR04	1980s	Natural Gas	No	Only Heating Shared	0.041121	0.126851	0.41018999999999994	0.26853299999999997	0.048411	0.034964	0.06992999999999999	0.00010804600529222368
CR04	1980s	None	No	Only Heating Shared	0.258678	0.093586	0.302624	0.198115	0.035716000000000005	0.037093	0.074188	0.0
CR04	1980s	Other Fuel	No	Only Heating Shared	0.258678	0.093586	0.302624	0.198115	0.035716000000000005	0.037093	0.074188	1.3899071392e-05
CR04	1980s	Propane	No	Only Heating Shared	0.084608	0.09275800000000001	0.299946	0.19636199999999998	0.0354	0.096974	0.19395199999999999	0.00015232098432000005
CR04	1980s	Electricity	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CR04	1980s	Fuel Oil	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CR04	1980s	Natural Gas	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CR04	1980s	None	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CR04	1980s	Other Fuel	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CR04	1980s	Propane	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CR04	1980s	Electricity	No	Neither Shared	0.069236	0.0816	0.263864	0.172741	0.031142000000000003	0.127139	0.254278	0.005175318723527685
CR04	1980s	Fuel Oil	No	Neither Shared	0.0	0.11046800000000001	0.357213	0.233852	0.042158	0.085435	0.170873	0.0
CR04	1980s	Natural Gas	No	Neither Shared	0.041121	0.126851	0.41018999999999994	0.26853299999999997	0.048411	0.034964	0.06992999999999999	0.001105220710574535
CR04	1980s	None	No	Neither Shared	0.258678	0.093586	0.302624	0.198115	0.035716000000000005	0.037093	0.074188	0.0
CR04	1980s	Other Fuel	No	Neither Shared	0.258678	0.093586	0.302624	0.198115	0.035716000000000005	0.037093	0.074188	8.962092860800002e-05
CR04	1980s	Propane	No	Neither Shared	0.084608	0.09275800000000001	0.299946	0.19636199999999998	0.0354	0.096974	0.19395199999999999	0.0010899190156800004
CR04	1980s	Electricity	Yes	Neither Shared	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0019006371191123183
CR04	1980s	Fuel Oil	Yes	Neither Shared	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CR04	1980s	Natural Gas	Yes	Neither Shared	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.029645097420849e-05
CR04	1980s	None	Yes	Neither Shared	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CR04	1980s	Other Fuel	Yes	Neither Shared	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CR04	1980s	Propane	Yes	Neither Shared	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CR04	1980s	Electricity	No	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0	0.0	0.0	4.406144680000002e-05
CR04	1980s	Fuel Oil	No	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CR04	1980s	Natural Gas	No	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0	0.0	0.0	4.863455232000001e-06
CR04	1980s	None	No	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CR04	1980s	Other Fuel	No	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CR04	1980s	Propane	No	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CR04	1980s	Electricity	Yes	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CR04	1980s	Fuel Oil	Yes	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CR04	1980s	Natural Gas	Yes	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CR04	1980s	None	Yes	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CR04	1980s	Other Fuel	Yes	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CR04	1980s	Propane	Yes	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CR04	1980s	Electricity	No	Both Shared	1.0	0.0	0.0	0.0	0.0	0.0	0.0	4.6961040840000015e-05
CR04	1980s	Fuel Oil	No	Both Shared	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CR04	1980s	Natural Gas	No	Both Shared	1.0	0.0	0.0	0.0	0.0	0.0	0.0	4.5212351015546585e-05
CR04	1980s	None	No	Both Shared	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CR04	1980s	Other Fuel	No	Both Shared	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CR04	1980s	Propane	No	Both Shared	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CR04	1980s	Electricity	Yes	Both Shared	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CR04	1980s	Fuel Oil	Yes	Both Shared	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CR04	1980s	Natural Gas	Yes	Both Shared	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CR04	1980s	None	Yes	Both Shared	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CR04	1980s	Other Fuel	Yes	Both Shared	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CR04	1980s	Propane	Yes	Both Shared	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CR04	1990s	Electricity	No	Only Heating Shared	0.054798	0.027333	0.508836	0.27155999999999997	0.04141	0.032021	0.064042	5.790632393361817e-05
CR04	1990s	Fuel Oil	No	Only Heating Shared	0.0	0.018556	0.345445	0.18436	0.028113	0.14116900000000002	0.282356	0.0
CR04	1990s	Natural Gas	No	Only Heating Shared	0.019399	0.030409	0.566095	0.302118	0.04607	0.011969	0.023939	5.0473751712000016e-05
CR04	1990s	None	No	Only Heating Shared	0.16029100000000002	0.019262	0.358581	0.191371	0.029182	0.080434	0.160879	0.0
CR04	1990s	Other Fuel	No	Only Heating Shared	0.16029100000000002	0.019262	0.358581	0.191371	0.029182	0.080434	0.160879	2.0704000000000007e-05
CR04	1990s	Propane	No	Only Heating Shared	0.012685	0.025141	0.468029	0.249782	0.03809	0.068755	0.137518	0.0003680926064640002
CR04	1990s	Electricity	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CR04	1990s	Fuel Oil	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CR04	1990s	Natural Gas	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CR04	1990s	None	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CR04	1990s	Other Fuel	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CR04	1990s	Propane	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CR04	1990s	Electricity	No	Neither Shared	0.054798	0.027333	0.508836	0.27155999999999997	0.04141	0.032021	0.064042	0.0065899498624571685
CR04	1990s	Fuel Oil	No	Neither Shared	0.0	0.018556	0.345445	0.18436	0.028113	0.14116900000000002	0.282356	0.0
CR04	1990s	Natural Gas	No	Neither Shared	0.019399	0.030409	0.566095	0.302118	0.04607	0.011969	0.023939	0.0011626117584478215
CR04	1990s	None	No	Neither Shared	0.16029100000000002	0.019262	0.358581	0.191371	0.029182	0.080434	0.160879	0.0
CR04	1990s	Other Fuel	No	Neither Shared	0.16029100000000002	0.019262	0.358581	0.191371	0.029182	0.080434	0.160879	8.281600000000003e-05
CR04	1990s	Propane	No	Neither Shared	0.012685	0.025141	0.468029	0.249782	0.03809	0.068755	0.137518	0.0006801574560000003
CR04	1990s	Electricity	Yes	Neither Shared	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0006673125346790748
CR04	1990s	Fuel Oil	Yes	Neither Shared	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CR04	1990s	Natural Gas	Yes	Neither Shared	1.0	0.0	0.0	0.0	0.0	0.0	0.0	3.159267837617894e-05
CR04	1990s	None	Yes	Neither Shared	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CR04	1990s	Other Fuel	Yes	Neither Shared	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CR04	1990s	Propane	Yes	Neither Shared	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CR04	1990s	Electricity	No	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0	0.0	0.0	6.770626389366841e-06
CR04	1990s	Fuel Oil	No	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CR04	1990s	Natural Gas	No	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0136974136000013e-05
CR04	1990s	None	No	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CR04	1990s	Other Fuel	No	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CR04	1990s	Propane	No	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CR04	1990s	Electricity	Yes	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CR04	1990s	Fuel Oil	Yes	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CR04	1990s	Natural Gas	Yes	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CR04	1990s	None	Yes	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CR04	1990s	Other Fuel	Yes	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CR04	1990s	Propane	Yes	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CR04	1990s	Electricity	No	Both Shared	1.0	0.0	0.0	0.0	0.0	0.0	0.0	4.865770430224705e-05
CR04	1990s	Fuel Oil	No	Both Shared	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CR04	1990s	Natural Gas	No	Both Shared	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.8824837328000005e-05
CR04	1990s	None	No	Both Shared	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CR04	1990s	Other Fuel	No	Both Shared	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CR04	1990s	Propane	No	Both Shared	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00019398993753600008
CR04	1990s	Electricity	Yes	Both Shared	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CR04	1990s	Fuel Oil	Yes	Both Shared	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CR04	1990s	Natural Gas	Yes	Both Shared	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CR04	1990s	None	Yes	Both Shared	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CR04	1990s	Other Fuel	Yes	Both Shared	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CR04	1990s	Propane	Yes	Both Shared	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CR04	2000s	Electricity	No	Only Heating Shared	0.043861000000000004	0.0	0.401517	0.387047	0.050660000000000004	0.038972	0.077943	0.00011883164260823855
CR04	2000s	Fuel Oil	No	Only Heating Shared	0.178514	0.0	0.283521	0.273305	0.035773	0.076296	0.152591	0.0
CR04	2000s	Natural Gas	No	Only Heating Shared	0.009304999999999999	0.0	0.459492	0.442934	0.057975	0.010098000000000001	0.020194999999999998	7.459745496000003e-05
CR04	2000s	None	No	Only Heating Shared	0.178514	0.0	0.283521	0.273305	0.035773	0.076296	0.152591	0.0
CR04	2000s	Other Fuel	No	Only Heating Shared	0.178514	0.0	0.283521	0.273305	0.035773	0.076296	0.152591	2.0704000000000007e-05
CR04	2000s	Propane	No	Only Heating Shared	0.044866	0.0	0.410789	0.395986	0.051829999999999994	0.032175999999999996	0.06435199999999999	0.000144256859136
CR04	2000s	Electricity	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CR04	2000s	Fuel Oil	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CR04	2000s	Natural Gas	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CR04	2000s	None	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CR04	2000s	Other Fuel	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CR04	2000s	Propane	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CR04	2000s	Electricity	No	Neither Shared	0.043861000000000004	0.0	0.401517	0.387047	0.050660000000000004	0.038972	0.077943	0.0036083849048785116
CR04	2000s	Fuel Oil	No	Neither Shared	0.178514	0.0	0.283521	0.273305	0.035773	0.076296	0.152591	0.0
CR04	2000s	Natural Gas	No	Neither Shared	0.009304999999999999	0.0	0.459492	0.442934	0.057975	0.010098000000000001	0.020194999999999998	0.0011979480445200006
CR04	2000s	None	No	Neither Shared	0.178514	0.0	0.283521	0.273305	0.035773	0.076296	0.152591	0.0
CR04	2000s	Other Fuel	No	Neither Shared	0.178514	0.0	0.283521	0.273305	0.035773	0.076296	0.152591	8.281600000000003e-05
CR04	2000s	Propane	No	Neither Shared	0.044866	0.0	0.410789	0.395986	0.051829999999999994	0.032175999999999996	0.06435199999999999	0.0006901079781888986
CR04	2000s	Electricity	Yes	Neither Shared	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0035515635539095686
CR04	2000s	Fuel Oil	Yes	Neither Shared	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CR04	2000s	Natural Gas	Yes	Neither Shared	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CR04	2000s	None	Yes	Neither Shared	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CR04	2000s	Other Fuel	Yes	Neither Shared	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CR04	2000s	Propane	Yes	Neither Shared	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00015942716267510176
CR04	2000s	Electricity	No	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0	0.0	0.0	5.407214164780428e-05
CR04	2000s	Fuel Oil	No	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CR04	2000s	Natural Gas	No	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CR04	2000s	None	No	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CR04	2000s	Other Fuel	No	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CR04	2000s	Propane	No	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CR04	2000s	Electricity	Yes	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CR04	2000s	Fuel Oil	Yes	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CR04	2000s	Natural Gas	Yes	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CR04	2000s	None	Yes	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CR04	2000s	Other Fuel	Yes	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CR04	2000s	Propane	Yes	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CR04	2000s	Electricity	No	Both Shared	1.0	0.0	0.0	0.0	0.0	0.0	0.0	3.77448087173518e-05
CR04	2000s	Fuel Oil	No	Both Shared	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CR04	2000s	Natural Gas	No	Both Shared	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1094500520000003e-05
CR04	2000s	None	No	Both Shared	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CR04	2000s	Other Fuel	No	Both Shared	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CR04	2000s	Propane	No	Both Shared	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00024844800000000007
CR04	2000s	Electricity	Yes	Both Shared	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CR04	2000s	Fuel Oil	Yes	Both Shared	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CR04	2000s	Natural Gas	Yes	Both Shared	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CR04	2000s	None	Yes	Both Shared	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CR04	2000s	Other Fuel	Yes	Both Shared	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CR04	2000s	Propane	Yes	Both Shared	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CR04	2010s	Electricity	No	Only Heating Shared	0.004197	0.0	0.427255	0.411858	0.053907000000000004	0.034261	0.068522	0.00011883164260823855
CR04	2010s	Fuel Oil	No	Only Heating Shared	0.0	0.0	0.30257	0.291667	0.038176	0.122529	0.245058	0.0
CR04	2010s	Natural Gas	No	Only Heating Shared	0.0	0.0	0.45225	0.435953	0.057062	0.018244999999999997	0.036489999999999995	7.459745496000003e-05
CR04	2010s	None	No	Only Heating Shared	0.0	0.0	0.30257	0.291667	0.038176	0.122529	0.245058	0.0
CR04	2010s	Other Fuel	No	Only Heating Shared	0.0	0.0	0.30257	0.291667	0.038176	0.122529	0.245058	2.0704000000000007e-05
CR04	2010s	Propane	No	Only Heating Shared	0.22608499999999998	0.0	0.323307	0.311656	0.040793	0.03272	0.065439	0.000144256859136
CR04	2010s	Electricity	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CR04	2010s	Fuel Oil	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CR04	2010s	Natural Gas	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CR04	2010s	None	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CR04	2010s	Other Fuel	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CR04	2010s	Propane	Yes	Only Heating Shared	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CR04	2010s	Electricity	No	Neither Shared	0.004197	0.0	0.427255	0.411858	0.053907000000000004	0.034261	0.068522	0.0036083849048785116
CR04	2010s	Fuel Oil	No	Neither Shared	0.0	0.0	0.30257	0.291667	0.038176	0.122529	0.245058	0.0
CR04	2010s	Natural Gas	No	Neither Shared	0.0	0.0	0.45225	0.435953	0.057062	0.018244999999999997	0.036489999999999995	0.0011979480445200006
CR04	2010s	None	No	Neither Shared	0.0	0.0	0.30257	0.291667	0.038176	0.122529	0.245058	0.0
CR04	2010s	Other Fuel	No	Neither Shared	0.0	0.0	0.30257	0.291667	0.038176	0.122529	0.245058	8.281600000000003e-05
CR04	2010s	Propane	No	Neither Shared	0.22608499999999998	0.0	0.323307	0.311656	0.040793	0.03272	0.065439	0.0006901079781888986
CR04	2010s	Electricity	Yes	Neither Shared	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0035515635539095686
CR04	2010s	Fuel Oil	Yes	Neither Shared	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CR04	2010s	Natural Gas	Yes	Neither Shared	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CR04	2010s	None	Yes	Neither Shared	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CR04	2010s	Other Fuel	Yes	Neither Shared	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CR04	2010s	Propane	Yes	Neither Shared	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00015942716267510176
CR04	2010s	Electricity	No	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0	0.0	0.0	5.407214164780428e-05
CR04	2010s	Fuel Oil	No	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CR04	2010s	Natural Gas	No	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CR04	2010s	None	No	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CR04	2010s	Other Fuel	No	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CR04	2010s	Propane	No	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CR04	2010s	Electricity	Yes	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CR04	2010s	Fuel Oil	Yes	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CR04	2010s	Natural Gas	Yes	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CR04	2010s	None	Yes	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CR04	2010s	Other Fuel	Yes	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CR04	2010s	Propane	Yes	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CR04	2010s	Electricity	No	Both Shared	1.0	0.0	0.0	0.0	0.0	0.0	0.0	3.77448087173518e-05
CR04	2010s	Fuel Oil	No	Both Shared	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CR04	2010s	Natural Gas	No	Both Shared	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1094500520000003e-05
CR04	2010s	None	No	Both Shared	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CR04	2010s	Other Fuel	No	Both Shared	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CR04	2010s	Propane	No	Both Shared	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00024844800000000007
CR04	2010s	Electricity	Yes	Both Shared	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CR04	2010s	Fuel Oil	Yes	Both Shared	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CR04	2010s	Natural Gas	Yes	Both Shared	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CR04	2010s	None	Yes	Both Shared	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CR04	2010s	Other Fuel	Yes	Both Shared	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CR04	2010s	Propane	Yes	Both Shared	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
