Dependency=Location Region	Dependency=Vintage	Dependency=Heating Fuel	Dependency=HVAC System Is Heat Pump	Option=None	resstock_probability
CR06	1980s	Electricity	No	1.0	0.006382386158928586
CR06	1980s	Electricity	Yes	1.0	0.0009882138410714175
CR06	1980s	Fuel Oil	No	1.0	0.0
CR06	1980s	Fuel Oil	Yes	1.0	0.0
CR06	1980s	Natural Gas	No	1.0	0.001283638973088514
CR06	1980s	Natural Gas	Yes	1.0	0.0
CR06	1980s	Propane	No	1.0	0.0012422400000000006
CR06	1980s	Propane	Yes	1.0	0.0
CR06	1990s	None	No	1.0	0.0
CR06	1990s	None	Yes	1.0	0.0
CR06	1990s	Other Fuel	No	1.0	2.0704000000000007e-05
CR06	1990s	Other Fuel	Yes	1.0	8.281600000000003e-05
CR06	1990s	Electricity	No	1.0	0.005642098580323551
CR06	1990s	Electricity	Yes	1.0	0.001728498471437925
CR06	1990s	Fuel Oil	No	1.0	0.0
CR06	1990s	Fuel Oil	Yes	1.0	0.0
CR06	1990s	Natural Gas	No	1.0	0.0012836400000000006
CR06	1990s	Natural Gas	Yes	1.0	0.0
CR06	1990s	Propane	No	1.0	0.0012422400000000006
CR06	1990s	Propane	Yes	1.0	0.0
CR06	2000s	None	No	1.0	0.0
CR06	2000s	None	Yes	1.0	0.0
CR06	2000s	Other Fuel	No	1.0	8.222577036800003e-05
CR06	2000s	Other Fuel	Yes	1.0	2.1294229632000006e-05
CR06	2000s	Electricity	No	1.0	0.005453843049601611
CR06	2000s	Electricity	Yes	1.0	0.0019167540021598631
CR06	2000s	Fuel Oil	No	1.0	0.0
CR06	2000s	Fuel Oil	Yes	1.0	0.0
CR06	2000s	Natural Gas	No	1.0	0.0012129670551135432
CR06	2000s	Natural Gas	Yes	1.0	7.067294488645745e-05
CR06	2000s	Propane	No	1.0	0.0012422400000000004
CR06	2000s	Propane	Yes	1.0	0.0
CR06	2010s	None	No	1.0	0.0
CR06	2010s	None	Yes	1.0	0.0
CR06	2010s	Other Fuel	No	1.0	8.222577036800003e-05
CR06	2010s	Other Fuel	Yes	1.0	2.1294229632000006e-05
CR06	2010s	Electricity	No	1.0	0.005453843049601611
CR06	2010s	Electricity	Yes	1.0	0.0019167540021598631
CR06	2010s	Fuel Oil	No	1.0	0.0
CR06	2010s	Fuel Oil	Yes	1.0	0.0
CR06	2010s	Natural Gas	No	1.0	0.0012129670551135432
CR06	2010s	Natural Gas	Yes	1.0	7.067294488645745e-05
CR06	2010s	Propane	No	1.0	0.0012422400000000004
CR06	2010s	Propane	Yes	1.0	0.0
CR07	<1940	None	No	1.0	0.0
CR07	<1940	None	Yes	1.0	0.0
CR07	<1940	Other Fuel	No	1.0	0.00010352000000000004
CR07	<1940	Other Fuel	Yes	1.0	0.0
CR07	<1940	Electricity	No	1.0	0.00688925747620962
CR07	<1940	Electricity	Yes	1.0	0.00048134252379038325
CR07	<1940	Fuel Oil	No	1.0	0.0
CR07	<1940	Fuel Oil	Yes	1.0	0.0
CR07	<1940	Natural Gas	No	1.0	0.001270735268538618
CR07	<1940	Natural Gas	Yes	1.0	1.2905244917639239e-05
CR07	<1940	Propane	No	1.0	0.0012422400000000006
CR07	<1940	Propane	Yes	1.0	0.0
CR07	1940s	None	No	1.0	0.0
CR07	1940s	None	Yes	1.0	0.0
CR07	1940s	Other Fuel	No	1.0	0.00020704000000000008
CR07	1940s	Other Fuel	Yes	1.0	0.0
CR07	1940s	Electricity	No	1.0	0.013778514952419243
CR07	1940s	Electricity	Yes	1.0	0.0009626850475807667
CR07	1940s	Fuel Oil	No	1.0	0.0
CR07	1940s	Fuel Oil	Yes	1.0	0.0
CR07	1940s	Natural Gas	No	1.0	0.002541470537077236
CR07	1940s	Natural Gas	Yes	1.0	2.5810489835278477e-05
CR07	1940s	Propane	No	1.0	0.0024844800000000007
CR07	1940s	Propane	Yes	1.0	0.0
CR07	1950s	None	No	1.0	0.0
CR07	1950s	None	Yes	1.0	0.0
CR07	1950s	Other Fuel	No	1.0	0.00010352000000000004
CR07	1950s	Other Fuel	Yes	1.0	0.0
CR07	1950s	Electricity	No	1.0	0.007370600000000001
CR07	1950s	Electricity	Yes	1.0	0.0
CR07	1950s	Fuel Oil	No	1.0	0.0
CR07	1950s	Fuel Oil	Yes	1.0	0.0
CR07	1950s	Natural Gas	No	1.0	0.0012836400000000008
CR07	1950s	Natural Gas	Yes	1.0	0.0
CR07	1950s	Propane	No	1.0	0.0012422400000000006
CR07	1950s	Propane	Yes	1.0	0.0
CR07	1960s	None	No	1.0	0.0
CR07	1960s	None	Yes	1.0	0.0
CR07	1960s	Other Fuel	No	1.0	0.00010352000000000003
CR07	1960s	Other Fuel	Yes	1.0	0.0
CR07	1960s	Electricity	No	1.0	0.00691191944401379
CR07	1960s	Electricity	Yes	1.0	0.00045868055598621057
CR07	1960s	Fuel Oil	No	1.0	0.0
CR07	1960s	Fuel Oil	Yes	1.0	0.0
CR07	1960s	Natural Gas	No	1.0	0.0012836400000000006
CR07	1960s	Natural Gas	Yes	1.0	0.0
CR07	1960s	Propane	No	1.0	0.0012422400000000004
CR07	1960s	Propane	Yes	1.0	0.0
CR07	1970s	None	No	1.0	0.0
CR07	1970s	None	Yes	1.0	0.0
CR07	1970s	Other Fuel	No	1.0	9.450506717491598e-05
CR07	1970s	Other Fuel	Yes	1.0	9.014932825084035e-06
CR07	1970s	Electricity	No	1.0	0.005520517545544477
CR07	1970s	Electricity	Yes	1.0	0.0018500824544555232
CR07	1970s	Fuel Oil	No	1.0	0.0
CR07	1970s	Fuel Oil	Yes	1.0	0.0
CR07	1970s	Natural Gas	No	1.0	0.001283639486544257
CR07	1970s	Natural Gas	Yes	1.0	0.0
CR07	1970s	Propane	No	1.0	0.0012422400000000004
CR07	1970s	Propane	Yes	1.0	0.0
CR07	1980s	None	No	1.0	0.0
CR07	1980s	None	Yes	1.0	0.0
CR07	1980s	Other Fuel	No	1.0	0.00010352000000000003
CR07	1980s	Other Fuel	Yes	1.0	0.0
CR07	1980s	Electricity	No	1.0	0.005291195932479229
CR07	1980s	Electricity	Yes	1.0	0.002079404067520775
CR07	1980s	Fuel Oil	No	1.0	0.0
CR07	1980s	Fuel Oil	Yes	1.0	0.0
CR07	1980s	Natural Gas	No	1.0	0.001283638973088514
CR07	1980s	Natural Gas	Yes	1.0	0.0
CR07	1980s	Propane	No	1.0	0.0012422400000000006
CR07	1980s	Propane	Yes	1.0	0.0
CR07	1990s	None	No	1.0	0.0
CR07	1990s	None	Yes	1.0	0.0
CR07	1990s	Other Fuel	No	1.0	0.00010352000000000004
CR07	1990s	Other Fuel	Yes	1.0	0.0
CR07	1990s	Electricity	No	1.0	0.005598068769360126
CR07	1990s	Electricity	Yes	1.0	0.0017725282824013503
CR07	1990s	Fuel Oil	No	1.0	0.0
CR07	1990s	Fuel Oil	Yes	1.0	0.0
CR07	1990s	Natural Gas	No	1.0	0.0012836400000000006
CR07	1990s	Natural Gas	Yes	1.0	0.0
CR07	1990s	Propane	No	1.0	0.0012422400000000006
CR07	1990s	Propane	Yes	1.0	0.0
CR07	2000s	None	No	1.0	0.0
CR07	2000s	None	Yes	1.0	0.0
CR07	2000s	Other Fuel	No	1.0	6.971492288000003e-05
CR07	2000s	Other Fuel	Yes	1.0	3.380507712000001e-05
CR07	2000s	Electricity	No	1.0	0.0016735119824853048
CR07	2000s	Electricity	Yes	1.0	0.00569708506927617
CR07	2000s	Fuel Oil	No	1.0	0.0
CR07	2000s	Fuel Oil	Yes	1.0	0.0
CR07	2000s	Natural Gas	No	1.0	0.0012378664052188914
CR07	2000s	Natural Gas	Yes	1.0	4.577359478110923e-05
CR07	2000s	Propane	No	1.0	0.0011581954885143248
CR07	2000s	Propane	Yes	1.0	8.404451148567556e-05
CR07	2010s	None	No	1.0	0.0
CR07	2010s	None	Yes	1.0	0.0
CR07	2010s	Other Fuel	No	1.0	6.971492288000003e-05
CR07	2010s	Other Fuel	Yes	1.0	3.380507712000001e-05
CR07	2010s	Electricity	No	1.0	0.0016735119824853048
CR07	2010s	Electricity	Yes	1.0	0.00569708506927617
CR07	2010s	Fuel Oil	No	1.0	0.0
CR07	2010s	Fuel Oil	Yes	1.0	0.0
CR07	2010s	Natural Gas	No	1.0	0.0012378664052188914
CR07	2010s	Natural Gas	Yes	1.0	4.577359478110923e-05
CR07	2010s	Propane	No	1.0	0.0011581954885143248
CR07	2010s	Propane	Yes	1.0	8.404451148567556e-05
CR08	<1940	None	No	1.0	0.0
CR08	<1940	None	Yes	1.0	0.0
CR08	<1940	Other Fuel	No	1.0	0.00010221520024893989
CR08	<1940	Other Fuel	Yes	1.0	1.3047997510601284e-06
CR08	<1940	Electricity	No	1.0	0.0052452408828069265
CR08	<1940	Electricity	Yes	1.0	0.002125359117193076
CR08	<1940	Fuel Oil	No	1.0	0.0
CR08	<1940	Fuel Oil	Yes	1.0	0.0
CR08	<1940	Natural Gas	No	1.0	0.00121834654119178
CR08	<1940	Natural Gas	Yes	1.0	6.529397226447738e-05
CR08	<1940	Propane	No	1.0	0.0012422400000000006
CR08	<1940	Propane	Yes	1.0	0.0
CR08	1940s	None	No	1.0	0.0
CR08	1940s	None	Yes	1.0	0.0
CR08	1940s	Other Fuel	No	1.0	0.00020443040049787978
CR08	1940s	Other Fuel	Yes	1.0	2.6095995021202567e-06
CR08	1940s	Electricity	No	1.0	0.010490481765613856
CR08	1940s	Electricity	Yes	1.0	0.004250718234386153
CR08	1940s	Fuel Oil	No	1.0	0.0
CR08	1940s	Fuel Oil	Yes	1.0	0.0
CR08	1940s	Natural Gas	No	1.0	0.00243669308238356
CR08	1940s	Natural Gas	Yes	1.0	0.00013058794452895477
CR08	1940s	Propane	No	1.0	0.0024844800000000007
CR08	1940s	Propane	Yes	1.0	0.0
CR08	1950s	None	No	1.0	0.0
CR08	1950s	None	Yes	1.0	0.0
CR08	1950s	Other Fuel	No	1.0	0.00010352000000000004
CR08	1950s	Other Fuel	Yes	1.0	0.0
CR08	1950s	Electricity	No	1.0	0.004869998214299255
CR08	1950s	Electricity	Yes	1.0	0.002500601785700746
CR08	1950s	Fuel Oil	No	1.0	0.0
CR08	1950s	Fuel Oil	Yes	1.0	0.0
CR08	1950s	Natural Gas	No	1.0	0.0012652585368173855
CR08	1950s	Natural Gas	Yes	1.0	1.838146318261525e-05
CR08	1950s	Propane	No	1.0	0.0012422400000000006
CR08	1950s	Propane	Yes	1.0	0.0
CR08	1960s	None	No	1.0	0.0
CR08	1960s	None	Yes	1.0	0.0
CR08	1960s	Other Fuel	No	1.0	8.31927384461389e-05
CR08	1960s	Other Fuel	Yes	1.0	2.0327261553861127e-05
CR08	1960s	Electricity	No	1.0	0.003635682996934636
CR08	1960s	Electricity	Yes	1.0	0.0037349170030653643
CR08	1960s	Fuel Oil	No	1.0	0.0
CR08	1960s	Fuel Oil	Yes	1.0	0.0
CR08	1960s	Natural Gas	No	1.0	0.0012534414762137471
CR08	1960s	Natural Gas	Yes	1.0	3.0198523786253517e-05
CR08	1960s	Propane	No	1.0	0.0010939354260480004
CR08	1960s	Propane	Yes	1.0	0.00014830457395200006
CR08	1970s	None	No	1.0	0.0
CR08	1970s	None	Yes	1.0	0.0
CR08	1970s	Other Fuel	No	1.0	8.687295590412214e-05
CR08	1970s	Other Fuel	Yes	1.0	1.664704409587789e-05
CR08	1970s	Electricity	No	1.0	0.005350513964032384
CR08	1970s	Electricity	Yes	1.0	0.002020086035967617
CR08	1970s	Fuel Oil	No	1.0	0.0
CR08	1970s	Fuel Oil	Yes	1.0	0.0
CR08	1970s	Natural Gas	No	1.0	0.001210986748508847
CR08	1970s	Natural Gas	Yes	1.0	7.265273803541e-05
CR08	1970s	Propane	No	1.0	0.0012422400000000004
CR08	1970s	Propane	Yes	1.0	0.0
CR08	1980s	None	No	1.0	0.0
CR08	1980s	None	Yes	1.0	0.0
CR08	1980s	Other Fuel	No	1.0	6.24946756157589e-05
CR08	1980s	Other Fuel	Yes	1.0	4.102532438424113e-05
CR08	1980s	Electricity	No	1.0	0.0035522019486361783
CR08	1980s	Electricity	Yes	1.0	0.0038183980513638253
CR08	1980s	Fuel Oil	No	1.0	0.0
CR08	1980s	Fuel Oil	Yes	1.0	0.0
CR08	1980s	Natural Gas	No	1.0	0.0011672920130648971
CR08	1980s	Natural Gas	Yes	1.0	0.00011634696002361671
CR08	1980s	Propane	No	1.0	0.001127017031419358
CR08	1980s	Propane	Yes	1.0	0.00011522296858064261
CR08	1990s	None	No	1.0	0.0
CR08	1990s	None	Yes	1.0	0.0
CR08	1990s	Other Fuel	No	1.0	0.00010352000000000004
CR08	1990s	Other Fuel	Yes	1.0	0.0
CR08	1990s	Electricity	No	1.0	0.003843168377321418
CR08	1990s	Electricity	Yes	1.0	0.003527428674440057
CR08	1990s	Fuel Oil	No	1.0	0.0
CR08	1990s	Fuel Oil	Yes	1.0	0.0
CR08	1990s	Natural Gas	No	1.0	0.0009559013401535851
CR08	1990s	Natural Gas	Yes	1.0	0.0003277386598464155
CR08	1990s	Propane	No	1.0	0.0011639239498863366
CR08	1990s	Propane	Yes	1.0	7.831605011366403e-05
CR08	2000s	None	No	1.0	0.0
CR08	2000s	None	Yes	1.0	0.0
CR08	2000s	Other Fuel	No	1.0	0.00010352000000000004
CR08	2000s	Other Fuel	Yes	1.0	0.0
CR08	2000s	Electricity	No	1.0	0.004496071064166447
CR08	2000s	Electricity	Yes	1.0	0.0028745259875950268
CR08	2000s	Fuel Oil	No	1.0	0.0
CR08	2000s	Fuel Oil	Yes	1.0	0.0
CR08	2000s	Natural Gas	No	1.0	0.000977353435769305
CR08	2000s	Natural Gas	Yes	1.0	0.0003062865642306957
CR08	2000s	Propane	No	1.0	0.0009896009921341598
CR08	2000s	Propane	Yes	1.0	0.00025263900786584077
CR08	2010s	None	No	1.0	0.0
CR08	2010s	None	Yes	1.0	0.0
CR08	2010s	Other Fuel	No	1.0	0.00010352000000000004
CR08	2010s	Other Fuel	Yes	1.0	0.0
CR08	2010s	Electricity	No	1.0	0.004496071064166447
CR08	2010s	Electricity	Yes	1.0	0.0028745259875950268
CR08	2010s	Fuel Oil	No	1.0	0.0
CR08	2010s	Fuel Oil	Yes	1.0	0.0
CR08	2010s	Natural Gas	No	1.0	0.000977353435769305
CR08	2010s	Natural Gas	Yes	1.0	0.0003062865642306957
CR08	2010s	Propane	No	1.0	0.0009896009921341598
CR08	2010s	Propane	Yes	1.0	0.00025263900786584077
CR09	<1940	None	No	1.0	0.0
CR09	<1940	None	Yes	1.0	0.0
CR09	<1940	Other Fuel	No	1.0	0.00010352000000000004
CR09	<1940	Other Fuel	Yes	1.0	0.0
CR09	<1940	Electricity	No	1.0	0.005145456361576725
CR09	<1940	Electricity	Yes	1.0	0.0022251436384232784
CR09	<1940	Fuel Oil	No	1.0	0.0
CR09	<1940	Fuel Oil	Yes	1.0	0.0
CR09	<1940	Natural Gas	No	1.0	0.0012298225500985865
CR09	<1940	Natural Gas	Yes	1.0	5.381796335767083e-05
CR09	<1940	Propane	No	1.0	0.0012145517007467947
CR09	<1940	Propane	Yes	1.0	2.7688299253205772e-05
CR09	1940s	None	No	1.0	0.0
CR09	1940s	None	Yes	1.0	0.0
CR09	1940s	Other Fuel	No	1.0	0.00020704000000000008
CR09	1940s	Other Fuel	Yes	1.0	0.0
CR09	1940s	Electricity	No	1.0	0.010290912723153451
CR09	1940s	Electricity	Yes	1.0	0.004450287276846558
CR09	1940s	Fuel Oil	No	1.0	0.0
CR09	1940s	Fuel Oil	Yes	1.0	0.0
CR09	1940s	Natural Gas	No	1.0	0.002459645100197173
CR09	1940s	Natural Gas	Yes	1.0	0.00010763592671534165
CR09	1940s	Propane	No	1.0	0.002429103401493589
CR09	1940s	Propane	Yes	1.0	5.537659850641153e-05
CR09	1950s	None	No	1.0	0.0
CR09	1950s	None	Yes	1.0	0.0
CR09	1950s	Other Fuel	No	1.0	0.00010352000000000004
CR09	1950s	Other Fuel	Yes	1.0	0.0
CR09	1950s	Electricity	No	1.0	0.005612319218051825
CR09	1950s	Electricity	Yes	1.0	0.0017582807819481753
CR09	1950s	Fuel Oil	No	1.0	0.0
CR09	1950s	Fuel Oil	Yes	1.0	0.0
CR09	1950s	Natural Gas	No	1.0	0.001260133394067157
CR09	1950s	Natural Gas	Yes	1.0	2.350660593284375e-05
CR09	1950s	Propane	No	1.0	0.0012422400000000006
CR09	1950s	Propane	Yes	1.0	0.0
CR09	1960s	None	No	1.0	0.0
CR09	1960s	None	Yes	1.0	0.0
CR09	1960s	Other Fuel	No	1.0	9.462280707329737e-05
CR09	1960s	Other Fuel	Yes	1.0	8.897192926702657e-06
CR09	1960s	Electricity	No	1.0	0.0055255327396676445
CR09	1960s	Electricity	Yes	1.0	0.0018450672603323563
CR09	1960s	Fuel Oil	No	1.0	0.0
CR09	1960s	Fuel Oil	Yes	1.0	0.0
CR09	1960s	Natural Gas	No	1.0	0.0012519295713570044
CR09	1960s	Natural Gas	Yes	1.0	3.171042864299615e-05
CR09	1960s	Propane	No	1.0	0.0012422400000000004
CR09	1960s	Propane	Yes	1.0	0.0
CR09	1970s	None	No	1.0	0.0
CR09	1970s	None	Yes	1.0	0.0
CR09	1970s	Other Fuel	No	1.0	9.027259368510213e-05
CR09	1970s	Other Fuel	Yes	1.0	1.3247406314897892e-05
CR09	1970s	Electricity	No	1.0	0.0051027536172437785
CR09	1970s	Electricity	Yes	1.0	0.002267846382756222
CR09	1970s	Fuel Oil	No	1.0	0.0
CR09	1970s	Fuel Oil	Yes	1.0	0.0
CR09	1970s	Natural Gas	No	1.0	0.0012645602399142491
CR09	1970s	Natural Gas	Yes	1.0	1.9079246630007823e-05
CR09	1970s	Propane	No	1.0	0.0011600080109563657
CR09	1970s	Propane	Yes	1.0	8.223198904363472e-05
CR09	1980s	None	No	1.0	0.0
CR09	1980s	None	Yes	1.0	0.0
CR09	1980s	Other Fuel	No	1.0	9.940155984674799e-05
CR09	1980s	Other Fuel	Yes	1.0	4.1184401532520335e-06
CR09	1980s	Electricity	No	1.0	0.00545196164922401
CR09	1980s	Electricity	Yes	1.0	0.001918638350775994
CR09	1980s	Fuel Oil	No	1.0	0.0
CR09	1980s	Fuel Oil	Yes	1.0	0.0
CR09	1980s	Natural Gas	No	1.0	0.0012389536907407056
CR09	1980s	Natural Gas	Yes	1.0	4.4685282347808216e-05
CR09	1980s	Propane	No	1.0	0.001199496645962078
CR09	1980s	Propane	Yes	1.0	4.274335403792258e-05
CR09	1990s	None	No	1.0	0.0
CR09	1990s	None	Yes	1.0	0.0
CR09	1990s	Other Fuel	No	1.0	8.561716838400003e-05
CR09	1990s	Other Fuel	Yes	1.0	1.790283161600001e-05
CR09	1990s	Electricity	No	1.0	0.004713335910525246
CR09	1990s	Electricity	Yes	1.0	0.00265726114123623
CR09	1990s	Fuel Oil	No	1.0	0.0
CR09	1990s	Fuel Oil	Yes	1.0	0.0
CR09	1990s	Natural Gas	No	1.0	0.001224666602296321
CR09	1990s	Natural Gas	Yes	1.0	5.897339770367962e-05
CR09	1990s	Propane	No	1.0	0.0011905017826369926
CR09	1990s	Propane	Yes	1.0	5.1738217363008016e-05
CR09	2000s	None	No	1.0	0.0
CR09	2000s	None	Yes	1.0	0.0
CR09	2000s	Other Fuel	No	1.0	7.828281779200002e-05
CR09	2000s	Other Fuel	Yes	1.0	2.523718220800001e-05
CR09	2000s	Electricity	No	1.0	0.005017186432893962
CR09	2000s	Electricity	Yes	1.0	0.002353410618867513
CR09	2000s	Fuel Oil	No	1.0	0.0
CR09	2000s	Fuel Oil	Yes	1.0	0.0
CR09	2000s	Natural Gas	No	1.0	0.0011550750179140697
CR09	2000s	Natural Gas	Yes	1.0	0.00012856498208593098
CR09	2000s	Propane	No	1.0	0.0010555869351304892
CR09	2000s	Propane	Yes	1.0	0.00018665306486951124
CR09	2010s	None	No	1.0	0.0
CR09	2010s	None	Yes	1.0	0.0
CR09	2010s	Other Fuel	No	1.0	7.828281779200002e-05
CR09	2010s	Other Fuel	Yes	1.0	2.523718220800001e-05
CR09	2010s	Electricity	No	1.0	0.005017186432893962
CR09	2010s	Electricity	Yes	1.0	0.002353410618867513
CR09	2010s	Fuel Oil	No	1.0	0.0
CR09	2010s	Fuel Oil	Yes	1.0	0.0
CR09	2010s	Natural Gas	No	1.0	0.0011550750179140697
CR09	2010s	Natural Gas	Yes	1.0	0.00012856498208593098
CR09	2010s	Propane	No	1.0	0.0010555869351304892
CR09	2010s	Propane	Yes	1.0	0.00018665306486951124
CR10	<1940	None	No	1.0	0.0
CR10	<1940	None	Yes	1.0	0.0
CR10	<1940	Other Fuel	No	1.0	0.00010352000000000004
CR10	<1940	Other Fuel	Yes	1.0	0.0
CR10	<1940	Electricity	No	1.0	0.0022790301667480607
CR10	<1940	Electricity	Yes	1.0	0.005091569833251942
CR10	<1940	Fuel Oil	No	1.0	0.0
CR10	<1940	Fuel Oil	Yes	1.0	0.0
CR10	<1940	Natural Gas	No	1.0	0.0012836405134562573
CR10	<1940	Natural Gas	Yes	1.0	0.0
CR10	<1940	Propane	No	1.0	0.0012422400000000006
CR10	<1940	Propane	Yes	1.0	0.0
CR10	1940s	None	No	1.0	0.0
CR10	1940s	None	Yes	1.0	0.0
CR10	1940s	Other Fuel	No	1.0	0.00020704000000000008
CR10	1940s	Other Fuel	Yes	1.0	0.0
CR10	1940s	Electricity	No	1.0	0.004558060333496122
CR10	1940s	Electricity	Yes	1.0	0.010183139666503886
CR10	1940s	Fuel Oil	No	1.0	0.0
CR10	1940s	Fuel Oil	Yes	1.0	0.0
CR10	1940s	Natural Gas	No	1.0	0.0025672810269125146
CR10	1940s	Natural Gas	Yes	1.0	0.0
CR10	1940s	Propane	No	1.0	0.0024844800000000007
CR10	1940s	Propane	Yes	1.0	0.0
CR10	1950s	None	No	1.0	0.0
CR10	1950s	None	Yes	1.0	0.0
CR10	1950s	Other Fuel	No	1.0	0.00010352000000000004
CR10	1950s	Other Fuel	Yes	1.0	0.0
CR10	1950s	Electricity	No	1.0	0.007370600000000001
CR10	1950s	Electricity	Yes	1.0	0.0
CR10	1950s	Fuel Oil	No	1.0	0.0
CR10	1950s	Fuel Oil	Yes	1.0	0.0
CR10	1950s	Natural Gas	No	1.0	0.001178748719126646
CR10	1950s	Natural Gas	Yes	1.0	0.00010489128087335484
CR10	1950s	Propane	No	1.0	0.0012422400000000006
CR10	1950s	Propane	Yes	1.0	0.0
CR10	1960s	None	No	1.0	0.0
CR10	1960s	None	Yes	1.0	0.0
CR10	1960s	Other Fuel	No	1.0	0.00010352000000000003
CR10	1960s	Other Fuel	Yes	1.0	0.0
CR10	1960s	Electricity	No	1.0	0.00557668511438696
CR10	1960s	Electricity	Yes	1.0	0.0017939148856130416
CR10	1960s	Fuel Oil	No	1.0	0.0
CR10	1960s	Fuel Oil	Yes	1.0	0.0
CR10	1960s	Natural Gas	No	1.0	0.0012836400000000006
CR10	1960s	Natural Gas	Yes	1.0	0.0
CR10	1960s	Propane	No	1.0	0.0012422400000000004
CR10	1960s	Propane	Yes	1.0	0.0
CR10	1970s	None	No	1.0	0.0
CR10	1970s	None	Yes	1.0	0.0
CR10	1970s	Other Fuel	No	1.0	0.00010352000000000003
CR10	1970s	Other Fuel	Yes	1.0	0.0
CR10	1970s	Electricity	No	1.0	0.004534803588097818
CR10	1970s	Electricity	Yes	1.0	0.0028357964119021823
CR10	1970s	Fuel Oil	No	1.0	0.0
CR10	1970s	Fuel Oil	Yes	1.0	0.0
CR10	1970s	Natural Gas	No	1.0	0.0011738512801858494
CR10	1970s	Natural Gas	Yes	1.0	0.00010978820635840758
CR10	1970s	Propane	No	1.0	0.0012422400000000004
CR10	1970s	Propane	Yes	1.0	0.0
CR10	1980s	None	No	1.0	0.0
CR10	1980s	None	Yes	1.0	0.0
CR10	1980s	Other Fuel	No	1.0	8.02955429395943e-05
CR10	1980s	Other Fuel	Yes	1.0	2.3224457060405735e-05
CR10	1980s	Electricity	No	1.0	0.005018516898127253
CR10	1980s	Electricity	Yes	1.0	0.0023520831018727503
CR10	1980s	Fuel Oil	No	1.0	0.0
CR10	1980s	Fuel Oil	Yes	1.0	0.0
CR10	1980s	Natural Gas	No	1.0	0.0012025623443563502
CR10	1980s	Natural Gas	Yes	1.0	8.107662873216374e-05
CR10	1980s	Propane	No	1.0	0.0012422400000000006
CR10	1980s	Propane	Yes	1.0	0.0
CR10	1990s	None	No	1.0	0.0
CR10	1990s	None	Yes	1.0	0.0
CR10	1990s	Other Fuel	No	1.0	0.00010352000000000004
CR10	1990s	Other Fuel	Yes	1.0	0.0
CR10	1990s	Electricity	No	1.0	0.0032014231780674546
CR10	1990s	Electricity	Yes	1.0	0.004169173873694021
CR10	1990s	Fuel Oil	No	1.0	0.0
CR10	1990s	Fuel Oil	Yes	1.0	0.0
CR10	1990s	Natural Gas	No	1.0	0.0012091335851865514
CR10	1990s	Natural Gas	Yes	1.0	7.45064148134494e-05
CR10	1990s	Propane	No	1.0	0.0012422400000000006
CR10	1990s	Propane	Yes	1.0	0.0
CR10	2000s	None	No	1.0	0.0
CR10	2000s	None	Yes	1.0	0.0
CR10	2000s	Other Fuel	No	1.0	0.00010352000000000004
CR10	2000s	Other Fuel	Yes	1.0	0.0
CR10	2000s	Electricity	No	1.0	0.004141940013394789
CR10	2000s	Electricity	Yes	1.0	0.003228657038366685
CR10	2000s	Fuel Oil	No	1.0	0.0
CR10	2000s	Fuel Oil	Yes	1.0	0.0
CR10	2000s	Natural Gas	No	1.0	0.0012208136148051491
CR10	2000s	Natural Gas	Yes	1.0	6.282638519485144e-05
CR10	2000s	Propane	No	1.0	0.0012422400000000004
CR10	2000s	Propane	Yes	1.0	0.0
CR10	2010s	None	No	1.0	0.0
CR10	2010s	None	Yes	1.0	0.0
CR10	2010s	Other Fuel	No	1.0	0.00010352000000000004
CR10	2010s	Other Fuel	Yes	1.0	0.0
CR10	2010s	Electricity	No	1.0	0.004141940013394789
CR10	2010s	Electricity	Yes	1.0	0.003228657038366685
CR10	2010s	Fuel Oil	No	1.0	0.0
CR10	2010s	Fuel Oil	Yes	1.0	0.0
CR10	2010s	Natural Gas	No	1.0	0.0012208136148051491
CR10	2010s	Natural Gas	Yes	1.0	6.282638519485144e-05
CR10	2010s	Propane	No	1.0	0.0012422400000000004
CR10	2010s	Propane	Yes	1.0	0.0
CR11	<1940	None	No	1.0	0.0
CR11	<1940	None	Yes	1.0	0.0
CR11	<1940	Other Fuel	No	1.0	0.00010352000000000004
CR11	<1940	Other Fuel	Yes	1.0	0.0
CR11	<1940	Electricity	No	1.0	0.007008151067926627
CR11	<1940	Electricity	Yes	1.0	0.00036244893207337646
CR11	<1940	Fuel Oil	No	1.0	0.0
CR11	<1940	Fuel Oil	Yes	1.0	0.0
CR11	<1940	Natural Gas	No	1.0	0.0012625839325491738
CR11	<1940	Natural Gas	Yes	1.0	2.1056580907083503e-05
CR11	<1940	Propane	No	1.0	0.0012422400000000006
CR11	<1940	Propane	Yes	1.0	0.0
CR11	1940s	None	No	1.0	0.0
CR11	1940s	None	Yes	1.0	0.0
CR11	1940s	Other Fuel	No	1.0	0.00020704000000000008
CR11	1940s	Other Fuel	Yes	1.0	0.0
CR11	1940s	Electricity	No	1.0	0.014016302135853257
CR11	1940s	Electricity	Yes	1.0	0.000724897864146753
CR11	1940s	Fuel Oil	No	1.0	0.0
CR11	1940s	Fuel Oil	Yes	1.0	0.0
CR11	1940s	Natural Gas	No	1.0	0.0025251678650983476
CR11	1940s	Natural Gas	Yes	1.0	4.211316181416701e-05
CR11	1940s	Propane	No	1.0	0.0024844800000000007
CR11	1940s	Propane	Yes	1.0	0.0
CR11	1950s	None	No	1.0	0.0
CR11	1950s	None	Yes	1.0	0.0
